"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10_1a","fin10_1b","fin10_1c","fin10_1d","fin10_1e","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"India","IND",120757056,1.43430759401946,2,31,1,2,1,1,1,1,1,1,2,1,2,,1,1,2,,,,2,,2,,,,,,,1,,,,,,,,,,1,1,1,1,2,,,2,2,2,,,,2,2,2,2,1,1,2,,4,1,1,2,,,,2,,,,1,2,1,1,,,1,2,2,1,,,2,1,2,1,2,,,2,,,,,,1,1,1,1,2,1,,0,1,1,1,4,4,1,5,1,1,1,0
"India","IND",170891440,0.718240667770176,1,26,1,3,2,1,1,1,0,2,2,2,,,2,2,2,,,,2,,2,2,1,2,2,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,4,5,2,2,0,0
"India","IND",154206756,0.247791695349206,2,58,3,1,1,1,1,1,0,1,1,2,,,2,2,2,,,,1,1,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,3,1,1,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,2,1,1,4,1,,0,1,1,4,4,4,2,5,1,2,1,0
"India","IND",159865979,0.808241025480618,1,35,1,1,1,1,1,1,0,1,1,2,,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,1,2,1,1,4,1,1,2,,,,1,2,2,2,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,1,2,1,,1,1,2,4,4,4,4,4,2,2,0,0
"India","IND",123610127,0.622808248358886,2,58,1,2,2,1,1,1,0,2,1,2,,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,1,2,,,1,1,1,1,3,2,,0,1,4,4,4,1,2,5,2,2,1,0
"India","IND",116511459,2.20395004580419,2,42,2,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,9,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,1,1,2,,0,1,4,4,4,4,2,5,1,2,0,0
"India","IND",203552428,0.494335637316567,2,28,2,4,1,2,1,1,0,1,1,2,,,2,2,2,,,,2,,2,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,4,2,,0,0,4,4,4,4,4,5,1,2,0,0
"India","IND",149727834,0.844772805188636,1,60,1,2,2,1,1,1,0,2,2,2,,,2,2,2,,,,2,,2,1,1,2,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,2,4,,3,,0,0,4,4,4,4,4,5,1,2,0,0
"India","IND",206853804,0.805551799628376,1,35,1,4,1,1,1,1,0,2,2,2,,,2,2,2,,,,2,,2,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,5,2,2,,0,0,4,4,4,4,4,5,2,2,0,0
"India","IND",152622673,0.556196138589302,1,33,1,4,2,2,1,1,0,2,1,2,,,2,2,2,,,,2,,2,1,1,2,1,1,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,1,2,2,1,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,5,3,1,1,1,,1,1,4,4,4,4,4,5,1,2,0,0
"India","IND",171037469,0.281847103893852,2,32,2,4,1,1,1,1,1,2,2,2,,,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,1,1,2,1,1,1,,1,1,2,,,,2,1,1,1,1,1,1,2,3,2,2,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,2,2,2,1,,1,1,4,4,4,4,4,1,1,1,1,1
"India","IND",183063392,0.969683024931796,2,47,1,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,2,1,1,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,3,2,1,,0,0,4,4,4,2,4,5,2,2,0,0
"India","IND",139145361,0.280911075981065,2,39,2,3,2,1,1,1,0,1,1,1,2,,2,1,2,,,,1,2,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,1,2,1,2,,,2,,,,,,1,1,1,1,4,1,,0,0,2,1,4,4,4,5,1,2,1,0
"India","IND",182335411,2.41692670492018,1,19,2,5,2,2,1,1,0,2,2,2,,,2,1,2,,,,2,,2,2,2,2,2,1,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,4,5,1,1,0,0
"India","IND",123581830,1.07736100165526,1,32,1,2,2,1,1,1,0,2,1,2,,,2,2,2,,,,1,2,1,,,,,,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,3,2,1,,1,0,4,4,4,4,4,5,1,2,0,0
"India","IND",111626749,0.817061813269056,1,35,1,2,2,1,1,1,0,2,2,2,,,2,2,2,,,,1,2,1,,,,,,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,3,2,,0,0,4,4,4,4,2,5,1,2,0,0
"India","IND",194677689,1.55954449501384,1,29,1,5,2,2,1,1,1,2,2,1,2,,2,1,2,,,,2,,2,,,,,,,2,,,,,,,,,,1,2,2,2,1,2,,1,1,1,1,2,,2,2,2,2,2,2,1,,2,2,1,2,,,,1,1,,,1,2,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,3,2,,1,1,4,4,4,4,1,1,1,1,1,1
"India","IND",185714722,1.03413100280449,1,60,1,2,2,1,1,1,0,2,1,2,,,2,2,2,,,,2,,2,2,2,2,2,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,1,1,,0,0,4,4,4,4,4,5,2,2,0,0
"India","IND",200774464,1.20649920921012,2,42,1,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,2,1,2,2,2,1,2,2,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,1,,0,0,4,4,4,4,4,4,1,2,0,0
"India","IND",136368659,0.844724099444764,1,38,2,4,1,1,1,1,0,1,1,1,2,,2,2,2,,,,2,,2,1,1,1,1,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,1,2,2,2,2,2,,1,1,4,3,4,4,4,5,1,1,0,0
"India","IND",117875536,0.681875131047408,1,65,1,5,1,2,1,1,0,2,1,2,,,2,2,2,,,,2,,2,1,2,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,1,2,2,1,,2,,,,,,3,3,3,4,,2,,0,0,4,4,2,4,4,5,1,2,0,0
"India","IND",136413177,2.41692670492018,2,27,1,5,1,2,1,1,0,2,2,2,,,2,2,2,,,,1,2,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,4,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,1,1,2,2,1,,3,1,1,3,2,2,,0,1,2,4,4,2,4,5,1,1,0,0
"India","IND",169636165,0.987798819203824,1,24,1,2,2,1,1,1,0,1,1,2,,,2,2,2,,,,1,2,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,4,5,2,2,0,0
"India","IND",119544119,0.704480939998542,2,24,3,5,2,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,1,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,2,,0,0,4,4,4,4,4,5,1,1,1,0
"India","IND",196239965,2.41692670492018,1,32,1,3,1,2,1,1,0,2,1,2,,,2,2,2,,,,1,2,1,,,,,,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,4,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,2,4,4,4,2,5,1,2,0,0
"India","IND",112321013,0.453485897204007,2,38,2,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,1,,,,,,,,,,1,1,2,1,1,2,,1,1,1,1,2,,1,1,1,2,2,2,2,,1,2,1,2,,,,1,1,,,1,1,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,1,1,4,4,4,1,1,1,1,1,1
"India","IND",202916345,0.217827567767936,2,18,2,4,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,4,5,2,2,0,0
"India","IND",122036290,0.88951107907692,1,45,1,2,1,1,1,1,0,2,2,2,,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,1,2,1,1,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,2,,1,1,4,4,4,4,2,5,1,2,0,0
"India","IND",195614094,1.27625369703887,1,18,2,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,1,4,4,4,4,4,5,1,1,0,0
"India","IND",123237992,1.84150902989834,2,38,1,1,1,2,1,1,0,1,2,2,,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,3,1,1,2,,,,1,2,1,2,2,,,,,,1,1,1,2,,,2,2,2,,,,,1,1,1,2,,,1,1,1,1,2,1,,0,1,1,4,4,1,4,3,1,1,1,0
"India","IND",186298668,0.746689600636464,1,49,1,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,1,2,2,,,,,2,,,2,1,2,,,,2,2,,2,2,2,2,,3,1,1,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,3,3,1,1,,0,0,4,4,4,4,4,1,1,2,0,0
"India","IND",185014058,1.59041997382743,2,20,3,5,1,2,1,1,1,1,2,1,1,2,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,1,1,2,1,1,2,,1,1,2,,,,2,1,1,2,2,2,2,,1,2,1,2,,,,2,,,,1,1,1,2,,,1,2,2,1,,,2,2,2,,,,,2,,,,,,3,2,2,2,4,2,,1,0,1,4,4,4,1,5,1,1,1,1
"India","IND",155960858,0.408974053640494,1,21,3,2,1,1,1,1,0,2,2,1,1,2,2,2,2,,,,1,2,1,,,,,,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,2,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,1,2,3,2,1,,0,0,2,4,4,4,2,5,1,1,1,0
"India","IND",182557748,0.217430070409543,2,41,3,1,1,1,1,1,0,1,1,2,,,2,2,2,,,,2,,2,1,2,1,1,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,2,4,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,2,5,1,1,0,0
"India","IND",145141552,2.1054527382635,2,50,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,1,2,2,2,1,1,1,,,,,3,,,2,2,2,,,,3,2,,2,1,2,1,,7,,,2,,,,2,,,,2,,,,,,3,,,,,,,2,2,,,,,2,,,,,,1,3,3,4,,2,,0,1,5,4,4,4,4,5,2,2,0,0
"India","IND",133660509,1.86079591896296,1,22,2,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,1,2,1,1,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,3,1,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,1,,0,1,4,4,4,4,4,5,2,2,0,0
"India","IND",120280951,0.960811795380797,2,29,2,5,1,2,1,1,1,2,2,1,1,1,1,1,2,,,,1,2,1,,,,,,2,1,,,,,,,,,,1,2,2,2,1,1,,1,1,1,2,1,,2,2,2,2,2,2,1,,3,2,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,2,1,,0,1,4,4,4,4,4,1,1,1,1,1
"India","IND",174287679,1.09238113823148,2,20,1,5,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,1,1,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,9,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,2,2,4,4,,0,0,4,4,4,4,2,5,2,2,0,0
"India","IND",169146292,0.524256438608915,2,30,3,5,1,2,1,1,1,1,2,2,,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,1,2,2,1,1,2,,1,1,1,2,1,,2,1,1,2,2,2,2,,1,3,3,1,2,1,1,1,1,,,1,2,2,,,1,1,2,2,1,,,1,2,2,,,,,2,,,,,,5,3,3,1,,3,,1,0,1,4,4,4,2,1,1,1,1,1
"India","IND",140931909,0.344014612378228,2,19,2,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,4,5,1,2,0,0
"India","IND",152069231,0.546703151408811,1,42,1,3,1,1,1,1,0,1,1,2,,,2,2,2,,,,1,1,1,,,,,,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,4,2,,,,2,,,,2,,,,,,1,1,1,2,,,2,1,2,1,2,,,2,,,,,,2,1,2,2,2,2,,0,1,1,1,4,4,4,5,1,2,1,0
"India","IND",199160115,2.41692670492018,1,16,1,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,1,2,1,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,2,,3,,0,0,4,4,4,4,4,5,1,2,0,0
"India","IND",194759699,1.48169822880574,1,16,1,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,1,2,1,1,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,4,5,1,1,0,0
"India","IND",180429438,0.921604353733588,2,35,1,2,2,2,1,1,0,2,2,2,,,2,2,2,,,,1,2,2,,,,,,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,4,2,,,,2,,,,2,,,,,,2,,,,,,,1,1,1,2,,,2,,,,,,1,1,1,2,4,1,,0,0,4,1,1,4,4,5,1,2,1,0
"India","IND",208946022,1.45650818430864,2,20,1,4,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,1,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,5,3,,0,0,4,4,4,4,4,5,2,2,0,0
"India","IND",203395873,1.97043860516061,2,22,2,4,1,2,1,1,1,1,2,2,,,2,2,2,,,,2,,2,,,,,,,1,,,,,,,,,,,,,,2,,,2,2,1,2,1,,2,2,,1,1,1,1,2,3,1,1,2,,,,1,1,,,1,2,1,1,,,1,2,1,1,,,1,2,2,,,,,1,3,2,2,2,2,3,3,3,3,,3,,1,1,1,4,4,3,1,1,1,2,1,0
"India","IND",125252105,0.988322288101889,1,22,1,1,2,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,2,2,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,1,2,3,,0,1,4,4,4,4,2,5,2,2,0,0
"India","IND",140499667,2.06529016916045,2,15,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,3,1,,8,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,5,3,,0,1,4,4,4,4,4,5,2,2,0,0
"India","IND",146575539,0.217430070409543,2,19,3,4,1,1,1,1,0,1,2,2,,,2,2,2,,,,2,,1,,,,,,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,2,1,2,,,,1,2,2,2,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,3,3,3,,2,,0,1,4,4,4,2,2,4,1,1,0,0
"India","IND",173125294,1.41698717204581,2,28,1,4,2,1,1,1,0,1,2,2,,,2,2,2,,,,2,,2,1,1,1,1,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,1,1,,0,0,4,4,4,2,4,5,2,2,0,0
"India","IND",194899036,0.555354480149127,2,25,1,4,2,2,1,1,0,,,2,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,1,1,2,,,2,,,,,,3,1,1,2,3,1,,0,0,4,4,1,4,4,5,2,2,1,0
"India","IND",164858151,0.59178639351935,1,72,2,5,2,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,2,2,2,1,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,4,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,2,2,,1,0,4,4,4,4,2,5,1,2,0,0
"India","IND",188637837,0.332110475604741,2,19,2,4,2,1,1,1,0,2,1,2,,,2,2,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,1,1,2,1,2,2,2,1,1,2,1,2,1,2,1,2,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,1,1,1,2,,,1,1,1,1,3,1,,1,1,2,4,4,1,2,3,1,1,1,0
"India","IND",168659636,0.875191008129536,1,30,3,5,1,1,1,1,1,2,1,1,1,2,1,1,1,2,,2,2,,1,,,,,,2,2,,,,,,,,,,2,2,2,2,1,2,,1,1,1,3,1,,2,1,2,1,2,2,2,1,4,1,1,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,6,4,4,4,,3,,1,1,4,4,4,4,4,1,1,1,1,1
"India","IND",115405622,0.353422438937342,1,45,2,3,1,2,1,1,0,1,2,2,,,2,2,2,,,,1,2,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,4,4,4,4,2,5,1,1,0,0
"India","IND",127945625,1.25029521393562,1,40,1,1,2,1,1,1,0,1,2,2,,,2,2,2,,,,2,,2,2,2,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,4,5,1,2,0,0
"India","IND",208728679,1.4830482307954,1,58,1,2,1,1,1,1,0,1,1,2,,,2,2,2,,,,2,,2,1,1,2,2,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,5,2,2,0,0
"India","IND",182573532,1.17829545939727,1,18,2,4,2,2,1,1,0,2,1,2,,,2,2,2,,,,1,2,2,,,,,,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,3,3,3,3,,2,,0,0,4,3,4,4,4,5,1,1,0,0
"India","IND",188019929,0.953517536990383,2,30,2,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,1,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,4,5,1,2,0,0
"India","IND",139234585,0.69047141969699,2,49,2,4,1,1,1,1,0,2,2,2,,,2,2,2,,,,2,,2,1,2,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,2,2,1,2,2,2,1,2,2,1,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,1,2,,0,0,4,4,4,4,4,2,2,2,0,0
"India","IND",196460526,0.254469893535231,2,25,3,5,1,1,1,1,0,2,1,1,1,1,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,1,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,3,2,3,2,4,2,,0,0,4,3,4,4,4,5,1,1,1,1
"India","IND",137908879,1.18464321789566,2,76,1,2,1,1,1,1,0,1,1,2,,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,9,,,2,,,,2,,,,2,,,,,,2,,,,,,,1,1,1,2,,,2,,,,,,1,2,2,1,2,1,,0,0,4,1,1,4,4,5,1,2,1,0
"India","IND",138905064,1.10112415798713,1,33,1,2,2,2,1,1,0,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,3,2,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,1,3,1,1,4,1,,0,0,4,1,4,4,4,5,2,2,1,0
"India","IND",119762357,1.8301942854266,2,28,1,1,1,1,1,1,0,1,1,1,1,2,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,1,2,2,3,1,,0,0,2,4,4,4,2,5,1,2,1,0
"India","IND",196075199,0.598008320930641,2,47,1,5,1,1,1,1,1,1,2,1,1,1,1,1,2,,,,1,2,1,,,,,,1,2,,,,,,,,,,1,1,2,1,1,2,,1,2,1,1,2,,2,2,2,2,2,2,2,,1,3,2,2,,,,2,,,,1,1,1,2,,,1,2,1,1,,,1,2,2,,,,,2,,,,,,2,2,2,1,4,2,,0,0,1,4,4,4,1,5,1,1,1,1
"India","IND",183772230,0.282274252683158,1,26,3,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,2,,,,,,1,1,2,2,2,2,,2,2,,,,,2,,,,,,2,1,2,4,2,2,,0,0,3,4,4,4,4,5,1,1,0,0
"India","IND",153492975,0.709781737668732,2,28,2,5,1,2,1,1,1,2,2,1,2,,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,1,2,2,1,1,2,,1,1,1,3,1,,2,2,2,2,2,2,2,,3,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,3,3,3,,0,0,4,4,4,4,4,5,1,1,1,1
"India","IND",176851703,0.623529322231784,1,50,1,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,4,5,2,2,0,0
