wgt,gender,age,ed_lvl,income_q,employed,rural,account,savings,loans,wages,transfers,pension,agri_sale,utilities,remittances,mobile,internet
0.58,2,27,2,5,1,2,1,0,1,4,4,4,4,4,5,1,1
0.86,1,45,1,2,2,1,1,0,0,3,4,4,4,4,5,1,2
1.84,1,40,1,2,1,1,1,0,0,4,4,4,4,2,5,2,2
1.24,2,18,2,5,2,2,1,0,0,4,4,4,4,4,5,1,1
1.98,1,20,1,2,1,1,1,0,1,4,3,4,4,4,5,2,2
1.35,2,50,2,4,1,2,1,0,0,4,4,4,4,4,5,1,2
1.84,1,30,1,5,1,2,1,0,0,3,1,4,4,4,1,1,1
1.21,2,50,1,5,1,2,1,0,1,4,3,4,4,4,5,1,2
0.76,1,40,1,2,1,1,1,0,1,4,3,4,4,4,5,1,2
1.08,2,43,2,5,1,2,1,1,1,4,4,4,4,4,5,1,1
0.58,2,50,1,2,1,2,1,1,0,4,4,4,4,4,5,2,2
1.15,2,20,2,1,2,1,1,1,1,4,3,4,4,4,5,1,1
2.42,1,37,1,2,1,1,1,0,0,4,4,4,4,4,6,2,2
0.27,2,46,2,4,2,1,1,0,1,4,4,4,4,2,1,1,2
0.64,1,27,2,3,2,1,1,1,1,4,4,4,4,1,1,1,1
0.75,1,35,1,4,1,1,1,1,0,4,4,1,4,4,5,1,2
1.52,2,65,1,3,2,2,1,1,1,1,3,3,4,4,4,1,2
0.62,1,34,1,2,1,2,1,0,0,4,4,4,4,4,5,1,2
0.5,1,35,1,1,2,1,0,0,0,4,4,4,4,4,5,2,2
1.24,1,33,2,1,1,1,1,0,0,2,3,3,4,4,3,1,1
2.42,1,60,1,2,1,2,1,0,1,4,4,4,4,2,5,2,2
0.71,2,50,1,4,2,1,1,0,1,4,4,4,3,2,5,2,2
0.31,1,50,1,4,2,1,0,0,0,4,4,4,4,2,4,2,2
1.31,2,18,2,2,1,2,1,0,1,4,2,4,4,4,4,2,2
0.54,2,25,2,3,2,1,1,0,1,3,4,4,4,1,5,1,1
0.22,2,27,3,4,1,1,1,1,0,1,4,4,4,1,1,1,1
1.18,2,21,3,5,1,2,1,0,0,4,4,4,4,3,5,1,1
0.65,2,38,1,5,1,1,1,0,1,4,4,4,2,4,5,1,2
1.06,2,57,1,2,2,2,1,0,1,4,4,4,1,4,4,2,2
1.38,2,48,1,2,1,1,0,1,0,2,4,4,4,4,5,2,2
0.94,1,30,1,3,1,1,1,0,0,4,4,4,4,1,5,1,1
0.68,2,27,2,5,1,1,0,0,1,2,4,4,4,2,4,1,1
0.64,1,26,1,1,2,1,1,1,1,2,4,4,2,4,5,2,2
1.74,2,70,1,3,2,1,1,0,0,4,1,1,5,4,3,1,2
0.43,2,45,1,3,1,1,1,0,0,4,4,4,4,4,5,2,2
0.34,1,29,2,1,2,1,1,0,1,4,4,4,4,2,1,1,2
0.68,1,30,1,5,1,2,1,0,1,2,4,4,4,4,5,1,2
1.42,2,30,1,2,2,1,0,0,0,4,4,4,4,4,5,2,2
2.42,1,30,1,1,2,1,1,0,1,4,3,4,4,4,5,1,1
1.1,1,18,2,1,2,2,1,0,0,4,4,4,4,4,5,1,2
0.45,2,35,2,4,1,2,1,0,0,4,4,4,4,4,5,1,2
1.0,2,17,1,1,1,1,1,0,0,4,1,1,4,4,5,2,2
1.94,2,50,1,4,1,1,1,0,0,4,3,3,4,4,5,1,1
0.58,1,20,2,4,2,1,0,0,0,4,4,4,4,4,5,1,1
2.42,2,35,2,5,1,2,0,0,0,4,4,4,4,4,5,1,1
0.42,1,24,3,4,2,1,1,0,1,4,4,4,4,4,5,1,1
0.22,1,27,2,4,1,1,1,1,1,4,3,4,4,2,1,1,1
0.97,2,15,2,5,2,2,0,0,0,4,4,4,4,4,5,1,1
1.73,1,27,1,1,1,1,0,0,0,4,4,4,4,4,5,1,2
0.51,2,18,3,4,2,1,1,1,1,4,3,4,4,4,5,1,1
0.52,1,37,2,1,1,2,1,0,1,4,4,4,4,2,4,1,2
0.34,1,45,2,3,1,1,1,0,1,4,4,4,4,4,4,1,3
0.87,1,25,1,3,2,1,1,0,0,4,4,4,4,4,5,2,2
2.01,2,22,1,3,2,2,1,1,0,1,4,4,2,2,3,1,1
0.49,1,50,1,4,1,2,1,1,1,1,4,4,4,2,1,2,2
1.19,1,20,1,3,2,2,0,0,0,4,4,4,4,4,5,1,2
0.9,2,20,3,1,1,2,1,1,1,4,4,4,4,1,1,1,1
1.43,1,69,1,2,2,2,1,0,1,4,3,4,4,4,5,2,2
0.41,1,30,2,2,2,1,1,0,0,4,4,4,4,4,5,1,2
1.75,2,74,1,1,2,1,1,0,1,4,4,4,4,4,3,2,2
0.29,1,37,2,5,2,1,0,0,1,4,4,4,4,4,5,1,1
1.68,2,16,2,4,2,2,0,1,0,4,4,5,4,4,5,2,2
0.82,1,30,2,3,2,1,1,0,1,4,4,4,4,4,5,1,2
0.96,2,40,1,3,1,2,1,1,1,4,4,4,4,4,5,1,2
1.22,2,50,1,4,2,2,0,0,0,4,4,4,4,4,5,1,2
0.73,1,25,3,2,1,2,1,0,1,4,4,4,4,1,5,1,1
1.89,1,48,1,2,2,1,1,0,0,4,1,4,4,2,5,2,2
2.03,2,65,1,5,1,2,1,0,0,4,4,1,4,2,5,1,2
0.54,1,44,2,5,1,1,1,0,1,4,4,4,4,1,5,1,2
1.21,1,32,1,3,2,1,0,0,0,4,4,4,4,4,5,1,2
0.53,2,32,2,5,1,2,1,1,1,4,4,4,4,4,1,1,2
0.64,2,54,1,5,1,1,1,0,0,2,1,1,4,3,5,1,2
2.42,1,28,1,2,2,2,1,0,0,4,4,4,4,4,5,2,2
1.18,2,17,2,1,2,1,0,0,1,4,4,4,4,4,5,1,2
0.9,1,30,1,1,1,1,0,1,1,4,4,4,4,4,5,1,3
2.1,1,55,1,2,2,1,1,1,0,4,4,4,2,3,5,2,2
0.9,1,60,1,3,2,2,1,0,0,4,4,4,4,4,5,2,2
1.16,2,45,1,4,1,2,1,1,1,4,4,4,4,4,5,1,1
0.22,2,46,2,1,1,1,1,0,1,4,4,4,4,4,5,1,1
0.83,1,29,2,3,2,1,0,0,0,4,4,4,4,4,5,2,2
0.4,2,20,3,5,2,2,0,0,0,4,4,4,4,4,5,1,1
0.71,2,35,1,5,1,2,0,0,0,4,4,4,4,4,5,1,2
0.24,2,46,2,4,1,1,1,1,0,4,4,4,4,2,1,1,2
1.34,2,33,2,2,1,2,1,0,1,1,3,4,1,1,1,1,1
1.25,2,57,1,3,2,1,1,0,0,4,4,4,4,4,5,2,2
1.34,1,15,1,2,2,1,0,0,0,4,4,4,4,4,5,2,2
0.34,2,23,2,1,1,1,1,0,1,1,4,4,4,4,3,1,2
0.22,2,25,3,5,1,2,1,0,0,4,4,4,2,4,5,1,1
1.11,1,35,1,1,1,1,1,0,0,4,5,4,4,1,5,1,2
0.3,2,40,3,5,2,2,1,0,1,4,4,4,4,4,1,1,1
1.31,1,60,1,5,1,1,1,0,0,4,4,4,4,4,5,2,2
0.94,2,40,2,3,2,1,1,0,0,4,4,4,4,4,5,1,2
0.75,2,17,2,4,2,1,1,0,0,4,4,4,5,4,5,1,2
1.07,1,28,3,5,2,2,1,0,0,4,4,4,4,4,1,1,1
0.22,2,22,3,2,1,1,1,0,1,3,4,4,4,4,5,1,2
0.33,2,25,2,2,1,1,1,0,0,4,4,4,4,4,5,1,2
0.46,1,50,1,4,2,1,0,0,0,2,4,4,2,2,5,1,2
1.28,1,18,2,5,2,2,1,1,1,1,1,4,4,1,1,1,1
1.32,1,26,1,4,2,2,1,0,0,4,4,4,4,4,5,1,2
0.92,1,65,1,1,2,1,1,0,0,4,4,1,4,2,5,2,2
0.78,2,45,1,3,1,1,0,0,0,2,4,4,4,4,5,2,2
1.38,2,16,1,3,2,1,0,0,0,4,4,4,4,4,5,2,2
1.04,1,52,2,5,2,2,1,0,1,4,4,4,4,1,5,1,1
0.62,1,24,2,1,1,1,1,1,0,3,4,4,4,2,5,1,2
1.39,1,15,1,4,2,1,1,1,0,4,4,4,4,2,5,1,1
0.72,2,28,1,4,1,1,1,0,1,4,4,4,4,4,5,1,1
1.21,1,51,1,2,1,2,1,1,1,4,3,4,4,4,5,2,2
0.36,2,25,3,5,2,1,1,1,1,1,4,4,4,1,5,1,1
1.96,1,25,1,2,1,1,0,0,1,4,4,4,4,4,5,2,2
1.51,2,18,2,5,2,1,1,0,0,4,4,4,4,4,5,1,1
0.69,2,31,3,3,1,1,1,0,1,4,2,4,4,1,5,1,2
0.53,2,30,2,3,1,2,1,0,1,3,2,4,4,2,5,1,2
0.94,2,38,1,2,1,1,1,0,1,4,4,4,4,4,4,2,2
0.95,2,60,1,1,2,1,0,0,0,4,4,4,4,4,5,2,2
2.42,2,18,1,2,2,1,0,0,0,4,4,4,4,4,5,1,1
1.19,1,57,1,5,1,2,1,0,0,4,4,4,4,4,5,1,2
0.97,2,32,1,3,1,1,1,0,1,4,4,4,4,4,5,1,1
0.22,1,35,3,2,2,1,1,0,1,4,4,4,4,4,5,1,2
1.55,2,52,1,5,1,2,1,1,0,4,4,4,4,4,5,1,2
0.67,1,21,1,1,2,1,1,0,1,3,4,4,4,4,3,1,2
1.19,1,65,1,5,2,2,0,0,0,4,4,4,4,1,5,1,1
0.22,2,58,3,3,1,1,1,0,0,4,3,4,4,4,5,1,2
0.92,1,34,1,5,2,2,0,0,0,4,4,4,4,4,5,1,1
0.22,2,34,2,1,1,2,1,0,0,4,4,4,4,4,5,2,2
0.24,1,43,2,5,1,1,1,1,0,4,4,4,4,4,1,1,1
0.36,2,31,2,5,2,1,1,0,0,4,4,4,4,4,5,1,1
1.1,2,16,1,3,1,2,1,0,0,4,4,4,4,4,5,1,1
1.52,1,30,1,1,2,1,1,0,1,4,4,4,4,4,5,1,2
0.6,1,48,1,5,2,1,0,0,1,4,4,4,4,4,5,2,2
0.35,1,45,2,1,1,2,1,0,1,4,4,4,4,4,5,2,2
1.87,2,19,2,1,1,1,0,0,0,5,4,4,4,4,5,1,1
0.33,1,20,3,1,2,1,1,0,1,4,4,4,4,4,5,1,2
0.73,2,26,1,2,2,1,0,0,1,4,3,4,4,2,5,2,2
0.82,2,35,2,5,1,2,1,1,1,1,4,4,4,1,1,1,1
1.78,2,55,1,5,1,2,1,0,1,2,4,4,4,4,3,1,2
0.84,1,65,1,2,2,1,1,0,0,4,1,1,4,4,5,1,2
2.22,1,39,1,4,1,2,1,1,1,1,3,4,4,4,5,2,2
0.48,2,35,2,4,1,2,1,0,0,4,4,4,4,4,5,2,2
1.09,2,35,1,1,2,1,1,1,1,4,4,4,4,2,5,1,2
0.69,1,40,2,2,2,2,1,0,1,4,4,4,4,4,5,1,1
1.92,2,42,1,3,1,2,1,0,0,1,4,4,2,1,5,1,2
0.83,2,30,1,3,2,2,1,0,1,4,4,4,4,4,3,1,2
0.25,2,55,3,3,1,2,1,0,0,4,4,4,4,3,5,1,1
0.81,2,63,2,3,1,2,1,0,0,4,4,4,2,2,5,1,2
0.72,1,45,1,2,2,1,1,0,0,4,4,4,4,4,5,2,2
1.22,1,15,2,2,2,2,0,0,0,4,4,4,4,4,5,2,2
0.92,1,40,1,1,2,1,1,0,1,4,4,4,4,4,5,1,2
1.15,1,42,1,3,2,1,0,0,0,4,4,4,4,4,5,2,2
0.59,1,30,1,1,1,1,1,0,1,4,4,4,4,4,3,1,2
0.59,1,27,1,2,2,1,1,0,0,4,4,4,4,2,5,1,2
0.58,2,20,2,5,1,2,0,0,0,4,4,4,4,4,5,1,1
0.92,1,15,2,3,2,1,1,0,0,4,4,4,4,4,5,2,2
0.62,2,55,2,3,1,2,1,0,0,1,4,4,4,4,5,1,2
1.22,1,17,2,1,1,2,1,0,0,4,4,4,4,2,5,1,2
0.5,2,40,1,3,1,1,1,0,1,2,4,4,4,4,1,1,2
0.39,1,58,2,5,2,1,1,1,0,4,4,1,4,1,5,1,1
0.92,2,60,1,3,2,1,1,0,0,5,4,4,4,2,5,2,2
0.69,1,15,2,2,2,1,1,0,1,4,1,4,3,4,5,1,1
0.31,2,44,2,2,2,1,1,0,0,4,4,4,4,2,4,1,2
2.11,1,55,1,3,1,1,1,0,1,4,4,4,4,4,1,1,2
2.38,1,25,1,3,1,2,0,0,0,4,4,4,4,3,5,2,2
1.07,1,50,1,3,2,2,1,0,0,4,4,4,4,4,5,1,2
0.55,2,51,2,3,1,1,1,0,1,4,1,4,1,2,5,1,2
0.62,1,55,1,1,2,1,1,1,1,4,4,4,4,3,5,1,2
0.75,2,45,2,4,1,2,1,1,0,4,4,4,4,3,5,1,1
2.42,2,35,1,1,1,1,1,1,0,4,4,4,4,2,5,1,2
1.79,1,60,1,1,2,1,1,0,1,4,4,4,4,2,5,2,2
0.41,1,26,2,2,2,1,1,0,0,4,4,4,4,4,5,2,2
0.82,1,42,2,5,1,2,1,1,1,1,1,4,4,1,5,1,1
1.72,2,19,2,3,1,1,1,0,1,4,4,4,4,4,1,1,1
0.29,2,24,3,4,2,1,1,1,0,4,4,4,4,4,5,1,1
0.66,2,60,2,4,1,1,0,0,0,4,4,4,4,4,5,1,2
0.36,2,32,2,5,1,1,1,0,1,4,4,4,4,1,5,1,1
0.54,2,39,1,3,1,1,1,0,0,4,1,4,4,3,5,2,2
1.39,2,40,1,1,1,1,1,0,1,4,4,4,4,4,5,1,2
1.46,2,20,1,4,1,1,1,0,0,5,4,4,4,4,5,1,3
0.22,1,45,2,1,1,1,1,0,1,4,4,4,4,2,5,1,2
0.36,1,21,2,5,1,2,1,1,1,4,4,1,4,4,1,1,1
1.3,1,30,1,1,2,1,1,0,0,2,4,4,2,4,5,2,2
1.13,2,18,2,4,2,2,1,0,0,4,1,4,4,4,5,1,1
0.63,2,45,2,5,1,2,1,0,1,4,4,3,4,4,5,1,2
0.81,2,42,1,5,1,1,1,0,0,4,4,4,4,4,1,1,1
1.19,1,25,3,5,1,1,0,0,1,4,4,4,4,4,5,1,1
0.79,2,34,2,2,1,1,1,1,0,4,4,4,1,2,5,1,1
1.57,2,50,1,4,2,2,1,0,1,4,3,4,4,4,5,1,2
1.16,1,41,1,4,2,2,0,0,0,4,4,4,4,4,5,2,2
0.63,1,35,1,3,2,2,1,0,0,4,4,4,4,4,5,1,2
1.03,2,16,1,3,2,2,0,0,0,4,4,4,4,4,5,1,1
1.13,2,60,1,3,2,1,1,1,0,4,4,4,4,2,5,2,2
0.99,2,34,2,1,2,2,1,0,0,4,4,4,4,4,5,1,1
0.48,1,50,1,3,1,1,1,0,1,2,4,4,2,4,5,1,2
0.32,2,36,3,4,1,1,0,0,0,2,4,4,4,4,5,1,2
1.72,1,45,1,4,1,1,1,0,1,4,1,1,4,4,5,2,2
0.35,2,39,2,2,2,1,1,1,1,4,4,4,1,2,5,1,2
1.13,1,34,1,5,1,2,1,1,1,4,4,4,4,1,5,1,2
0.24,1,52,2,1,1,1,1,1,1,4,4,4,4,4,1,1,2
0.33,2,20,2,4,1,1,0,0,1,2,4,4,4,4,1,1,1
0.92,1,40,1,2,1,1,0,0,1,4,4,4,4,4,5,2,2
0.49,1,53,1,2,2,2,1,0,1,2,1,1,4,2,2,1,2
0.91,1,25,1,4,2,2,1,0,1,4,4,4,4,4,5,1,1
0.96,1,50,1,2,2,2,1,0,1,4,4,4,4,4,4,2,2
0.41,2,20,2,5,1,1,1,1,1,4,4,4,2,4,5,1,1
1.25,2,35,1,4,2,1,1,0,1,4,4,4,4,4,3,1,2
1.38,1,35,1,2,1,1,1,0,0,4,4,4,4,1,5,2,2
0.86,1,50,1,1,2,2,1,0,1,1,4,4,4,4,5,1,2
1.65,1,25,1,1,2,2,0,0,0,4,4,4,4,4,5,1,2
0.43,1,50,1,2,1,1,1,0,1,4,4,4,4,4,5,1,2
0.22,2,29,2,3,1,1,1,0,1,1,4,4,4,2,3,1,1
1.83,1,45,1,3,2,2,1,1,0,4,4,4,3,2,5,2,2
0.27,1,18,2,1,2,1,1,0,0,4,4,4,4,4,5,2,2
0.81,2,15,2,1,2,1,1,0,0,4,4,4,4,4,5,1,1
0.22,2,35,3,5,1,2,0,0,1,4,4,4,4,4,5,1,2
0.96,1,23,2,5,1,2,1,1,0,4,4,4,4,4,1,2,2
0.52,2,37,1,3,1,2,0,1,0,4,4,4,4,4,5,2,2
0.75,1,21,2,4,2,2,1,0,0,4,4,4,4,4,5,1,1
1.63,1,23,1,3,2,2,0,0,0,4,4,4,4,3,5,2,2
1.47,2,40,1,1,1,1,1,0,1,4,1,4,4,4,5,1,2
0.22,1,42,2,2,2,1,1,1,0,4,2,4,4,1,5,1,2
2.07,1,60,1,3,2,1,0,0,1,4,4,4,4,4,5,2,2
0.4,1,38,1,4,1,2,1,1,1,1,4,4,4,3,5,1,1
0.81,1,32,2,3,2,2,1,1,1,4,4,4,4,3,5,1,1
1.38,1,70,1,2,2,1,1,0,0,4,4,3,4,4,5,2,2
0.64,1,45,1,4,2,1,1,0,1,4,4,4,4,4,5,1,2
1.47,2,25,1,1,1,1,1,0,1,2,3,4,4,3,5,2,2
1.76,2,30,1,1,1,2,1,0,1,2,1,4,4,4,1,1,2
1.67,2,16,1,4,2,1,0,0,0,4,4,4,4,4,5,2,2
0.72,2,33,3,5,1,2,1,1,1,1,4,4,4,1,1,1,1
0.5,2,56,2,4,1,1,1,0,1,4,4,4,4,2,5,1,2
1.11,1,38,1,1,2,1,1,0,0,4,1,4,4,4,5,1,2
1.03,2,20,1,4,2,1,0,0,1,4,4,4,3,4,1,1,1
0.78,1,45,1,2,1,1,1,0,0,4,4,4,4,2,5,1,2
2.42,2,24,1,1,1,2,0,0,0,4,4,4,4,2,5,1,2
1.22,1,37,2,5,1,2,1,1,1,1,4,4,4,4,1,1,1
0.48,1,48,1,1,2,1,1,0,0,4,2,4,4,4,5,2,2
0.59,2,28,3,5,2,2,1,1,0,4,4,4,4,4,5,1,1
1.59,1,32,1,3,2,2,1,0,1,4,4,4,4,2,5,2,2
0.84,2,70,1,1,1,2,1,0,1,4,4,4,4,1,5,2,2
1.07,1,35,1,3,1,2,0,0,0,4,4,4,4,4,5,2,2
0.6,2,30,1,4,2,1,1,0,0,4,4,4,4,4,5,1,2
0.72,1,58,1,2,2,2,1,0,0,4,4,4,2,4,5,2,2
1.1,1,30,1,1,2,1,1,0,0,4,4,4,4,4,5,2,2
0.46,1,30,2,5,2,2,1,0,0,4,4,4,4,4,5,1,1
0.22,2,33,3,5,1,1,1,1,1,4,4,4,4,4,1,1,1
0.59,1,30,1,3,2,1,0,0,1,4,4,4,4,2,5,2,2
0.22,2,50,3,1,1,1,0,0,1,4,4,4,3,4,5,1,2
0.33,2,21,2,3,1,1,1,0,1,2,4,4,4,2,5,1,1
0.35,2,36,3,5,2,2,1,0,0,2,4,4,4,4,4,1,1
1.25,2,18,1,3,2,1,1,0,1,4,4,4,4,4,5,2,2
1.31,2,60,1,1,1,2,1,0,0,3,4,4,4,4,5,1,3
1.12,2,25,2,4,2,1,0,0,1,4,4,4,4,4,5,2,2
0.51,2,24,3,4,1,1,1,1,1,4,4,4,4,1,2,1,1
1.06,2,57,1,4,2,2,0,0,0,4,4,4,4,4,5,2,2
0.36,1,40,2,5,2,2,0,0,0,4,4,4,4,4,5,1,2
0.84,1,20,1,4,2,1,1,0,0,4,4,4,4,4,5,1,1
0.85,2,50,1,4,1,2,1,0,0,4,4,4,4,4,5,2,2
0.84,2,37,1,3,1,2,1,0,1,4,4,4,4,1,5,1,1
1.03,1,19,2,2,2,1,1,0,0,4,1,4,4,4,3,2,2
0.36,2,60,2,2,1,1,1,0,1,1,4,4,4,4,5,1,1
1.2,1,21,3,2,1,1,0,0,0,4,4,4,4,4,5,1,2
0.93,1,32,1,2,1,1,1,1,1,4,4,4,4,4,5,2,2
0.22,1,23,3,3,2,2,1,0,0,4,4,4,4,4,4,1,1
1.69,1,45,1,1,1,2,1,0,0,4,4,4,4,4,5,2,2
1.55,2,40,1,1,1,2,1,0,1,4,4,4,4,4,5,1,2
0.34,1,28,2,2,2,1,1,0,1,4,4,4,4,4,5,2,2
1.07,1,45,1,1,2,1,0,0,0,4,4,4,4,2,5,2,2
0.56,2,20,2,3,1,2,0,0,0,4,4,4,4,4,5,2,2
1.67,2,45,1,3,1,2,1,0,1,4,4,4,4,4,5,2,2
1.59,2,19,2,3,1,1,1,1,1,4,4,4,2,3,5,1,1
0.6,1,70,1,2,1,2,0,0,0,4,4,4,4,4,5,2,2
0.55,2,23,3,1,1,1,1,0,0,4,4,4,4,4,5,1,1
0.55,2,48,2,5,1,2,0,1,1,4,4,4,4,2,5,1,1
0.61,2,24,2,4,1,1,1,0,1,4,4,4,2,4,5,1,1
2.42,2,17,1,3,1,2,0,0,0,4,4,4,4,4,4,2,2
0.61,1,35,3,5,1,2,1,1,0,1,4,4,4,4,1,1,1
1.59,1,77,1,2,2,2,0,0,0,4,4,4,4,4,5,2,2
2.06,1,23,1,2,2,1,0,0,1,4,4,4,4,4,5,1,2
1.09,1,23,2,3,2,2,1,0,0,4,4,3,4,4,5,1,1
1.43,1,53,1,3,2,1,1,0,1,1,1,4,4,1,6,1,1
0.79,1,50,3,2,2,2,1,1,0,4,4,4,4,4,4,1,1
0.29,2,35,2,5,1,1,0,0,0,4,4,4,4,2,5,1,1
1.62,1,20,2,5,1,2,1,1,1,4,4,4,4,1,5,1,1
0.76,1,35,1,4,2,1,1,0,1,4,4,4,4,2,5,1,2
0.94,1,41,1,3,2,1,0,0,0,4,4,4,4,2,6,2,2
0.22,2,45,2,1,1,1,1,0,1,4,4,4,2,4,5,1,2
1.56,2,55,1,3,1,1,0,0,0,4,4,4,4,4,5,2,2
1.88,1,56,2,2,2,2,1,0,1,4,4,4,4,2,5,1,1
0.71,1,45,1,5,2,1,1,0,0,4,1,4,4,4,5,1,2
0.64,2,45,1,5,1,1,1,1,1,4,4,4,4,1,1,1,1
0.22,2,50,2,4,1,1,1,0,0,4,4,4,4,4,5,1,2
0.39,1,24,2,4,2,1,1,0,0,4,4,4,4,4,5,1,2
0.22,2,35,3,3,2,1,1,1,1,4,3,4,2,1,1,1,1
0.62,2,35,1,1,1,1,1,0,1,2,3,4,4,2,5,1,1
0.45,1,20,2,5,2,1,1,0,0,4,4,4,4,4,5,1,1
0.94,2,18,2,2,1,1,1,0,1,4,4,4,4,4,5,1,2
0.22,1,30,2,3,1,1,1,0,0,4,4,4,4,4,5,1,2
0.86,1,50,1,1,2,1,1,0,1,4,1,4,2,2,3,1,2
1.51,2,20,2,5,1,2,1,0,0,4,4,4,4,1,5,1,1
0.74,1,35,1,4,1,1,1,0,1,4,4,4,4,4,3,2,2
1.17,1,28,1,3,2,1,1,0,1,4,4,4,4,4,3,2,2
0.92,2,65,1,3,2,1,1,0,1,4,1,4,1,2,5,1,2
1.24,1,20,1,4,2,2,0,0,0,4,4,4,4,4,5,1,1
0.33,2,30,2,2,1,2,0,0,1,4,4,4,4,4,5,1,1
0.22,1,19,2,5,2,1,1,0,1,4,4,4,4,4,5,1,1
0.74,2,50,2,3,1,2,1,0,0,4,4,4,4,4,5,1,1
1.25,2,42,1,1,2,1,1,1,1,3,4,4,4,2,5,1,2
1.82,1,21,2,4,2,2,1,0,1,4,4,4,4,3,3,1,1
1.32,2,33,2,2,1,2,1,0,1,4,4,4,4,2,5,1,1
0.22,2,30,3,2,1,1,1,0,1,4,4,4,2,2,5,1,1
0.75,2,18,2,1,1,1,0,0,0,4,3,4,4,4,5,1,2
0.54,2,43,1,2,1,1,0,0,0,4,4,4,4,4,5,1,2
0.71,1,60,1,3,1,2,0,1,1,4,4,4,2,4,2,1,1
0.71,2,50,1,2,1,1,1,0,0,4,4,4,4,4,5,2,2
0.26,2,35,3,5,1,1,1,1,0,4,4,4,4,4,5,1,1
0.22,1,17,2,2,2,2,1,1,0,4,3,4,4,4,5,2,2
1.39,2,18,1,4,1,1,0,0,1,4,4,4,2,4,5,1,2
2.42,2,50,1,2,1,2,1,0,1,4,4,4,4,3,5,1,2
1.78,1,24,1,5,1,2,1,0,0,4,4,4,4,2,5,1,2
0.95,1,58,1,3,1,2,0,0,0,4,4,4,4,4,5,2,2
0.9,1,75,1,2,2,1,1,1,0,4,4,1,4,4,5,1,2
0.66,2,25,2,5,1,1,1,0,0,1,3,4,4,1,3,1,1
0.74,2,36,1,3,1,2,1,0,1,4,4,4,4,2,5,2,2
0.86,1,45,1,1,2,1,1,0,0,4,4,4,4,4,5,2,2
0.65,2,26,2,5,1,2,1,1,1,1,3,4,1,1,5,1,1
0.22,2,52,3,5,2,1,0,1,0,4,4,4,4,4,5,1,1
0.33,1,27,2,2,1,1,1,0,1,4,4,4,2,4,5,1,2
0.91,2,45,1,4,2,2,1,0,0,4,4,4,4,4,5,2,2
1.45,1,58,1,4,2,1,1,0,1,4,4,1,4,4,5,2,2
0.55,2,44,1,3,1,1,0,0,1,2,4,4,4,4,3,1,2
0.77,2,40,1,5,2,2,1,1,1,4,4,3,4,2,5,2,2
0.59,2,48,2,2,2,1,1,0,0,4,4,4,4,3,5,2,2
0.52,2,65,2,4,1,2,0,0,0,4,4,4,4,2,5,1,2
2.42,2,30,1,5,1,2,0,0,1,4,4,4,4,2,5,1,2
0.86,1,45,1,3,2,1,1,1,1,4,4,4,4,4,5,2,2
0.88,2,22,2,4,1,2,1,0,1,4,4,4,4,4,5,1,2
1.49,2,20,1,2,2,2,1,0,1,4,4,4,4,2,5,2,2
0.67,1,24,1,3,1,1,0,0,0,4,3,4,4,4,5,2,2
2.42,2,19,1,4,2,2,1,0,0,4,4,4,4,4,5,1,2
1.78,1,35,1,2,1,2,1,0,1,2,4,4,4,2,5,1,2
1.77,2,53,1,1,1,1,1,0,0,4,4,4,4,2,5,2,2
0.91,1,16,2,2,1,1,1,0,1,2,4,4,4,2,5,2,2
0.36,2,19,2,3,1,1,0,0,0,4,4,4,4,3,4,1,1
0.92,1,40,1,1,2,1,1,0,1,4,4,4,4,4,5,1,2
1.26,1,19,1,2,1,1,1,0,1,3,4,4,4,4,5,2,2
1.02,1,23,1,1,1,1,1,0,1,4,3,4,4,4,4,2,2
0.55,2,56,2,4,1,2,1,1,1,4,4,4,4,1,5,1,1
0.24,1,17,2,4,2,1,1,0,0,4,4,4,4,4,5,1,1
0.22,2,18,2,5,1,1,1,1,0,2,1,4,4,1,1,1,1
0.69,2,24,3,4,1,2,0,1,1,2,4,4,4,2,1,1,1
0.22,2,21,2,2,1,1,1,1,1,4,4,4,4,2,5,1,2
1.59,1,70,1,2,2,1,1,0,0,4,4,4,4,4,5,2,2
0.9,1,30,1,3,2,2,1,0,0,4,4,4,4,4,5,1,2
1.38,2,60,1,4,2,2,0,0,0,5,4,4,4,4,5,2,2
2.42,1,60,1,1,2,1,1,0,0,4,4,1,4,2,5,1,2
2.42,2,74,1,4,2,2,1,1,0,1,4,1,4,2,5,2,2
0.72,2,33,1,3,1,1,1,0,0,4,4,4,4,4,5,1,2
0.43,2,50,1,4,2,1,0,1,0,4,4,4,4,4,5,2,2
0.78,1,22,2,4,2,1,1,0,1,4,4,4,4,4,5,1,1
0.34,2,52,2,5,2,1,0,1,0,4,4,4,4,2,5,1,2
2.42,2,57,1,1,1,1,1,0,1,3,4,4,4,2,4,1,2
0.47,1,24,2,4,2,1,1,1,1,4,4,4,4,2,5,1,1
0.88,2,22,2,5,1,2,1,1,1,4,4,4,4,1,1,1,1
0.61,1,31,2,4,1,2,1,1,0,4,4,4,4,4,5,1,1
2.42,2,42,1,3,1,2,1,0,1,4,4,4,4,2,4,1,2
1.42,2,25,2,4,1,2,1,1,0,4,4,4,4,1,5,1,1
0.53,1,17,2,1,2,1,1,0,1,4,4,4,4,4,2,2,2
1.25,1,40,1,1,1,1,0,0,1,2,4,4,4,4,3,2,2
