wgt,gender,age,ed_lvl,income_q,employed,rural,account,savings,loans,wages,transfers,pension,agri_sale,utilities,remittances,mobile,internet
0.9,2,21,3,5,2,2,1,1,0,2,4,4,4,4,5,1,1
0.57,1,50,1,1,2,2,1,0,1,4,4,4,4,4,4,2,2
0.66,2,20,2,4,2,2,0,0,0,4,4,4,4,4,5,1,2
1.93,2,25,1,5,2,1,0,0,0,4,4,4,4,4,5,1,1
0.7,1,27,3,5,1,2,1,1,1,4,4,4,4,1,5,1,1
0.29,1,25,2,1,2,1,0,0,1,4,4,4,4,4,5,1,2
0.37,2,26,2,3,1,1,1,0,0,4,4,4,4,4,5,1,2
1.0,2,35,1,1,2,1,1,0,1,2,1,4,4,4,5,1,2
1.05,1,23,1,3,2,2,0,0,0,5,4,4,4,4,5,1,2
1.06,1,48,1,1,1,2,1,1,1,4,3,4,2,4,3,1,2
0.89,1,23,2,4,2,1,1,0,1,4,4,4,4,2,5,2,2
0.73,2,30,1,1,1,2,0,0,0,4,4,4,4,4,5,2,2
1.51,2,19,2,4,2,1,0,0,0,4,4,4,4,4,5,1,1
1.55,2,35,1,3,1,1,1,0,0,4,4,4,4,4,5,1,2
0.53,1,32,2,4,2,2,1,0,0,4,4,4,4,4,5,1,2
1.14,1,35,1,4,2,1,1,0,1,4,4,4,4,4,3,2,2
2.42,1,65,1,2,2,2,1,0,0,4,1,1,4,4,5,2,2
0.22,2,36,2,3,1,1,1,0,0,1,1,4,2,2,5,1,1
0.81,2,36,1,4,1,1,0,0,0,4,4,4,2,4,5,1,2
0.24,2,45,3,1,1,1,1,0,1,4,4,4,4,4,5,1,2
0.73,2,54,2,3,1,2,1,1,1,1,4,4,1,2,5,1,2
1.48,1,38,1,3,1,2,1,0,1,3,4,4,4,2,4,1,1
1.02,1,45,1,5,2,2,1,0,0,4,4,4,4,4,5,1,2
0.55,2,35,1,2,1,1,1,0,1,1,4,4,4,4,5,1,1
0.29,1,29,3,1,2,1,1,1,0,4,4,4,4,4,1,1,1
0.84,2,18,5,4,2,1,0,0,0,4,4,4,4,4,5,2,2
0.75,2,45,1,4,2,2,1,0,0,1,4,4,4,1,5,1,2
0.28,2,35,2,1,1,1,1,0,1,1,1,4,4,4,3,1,2
1.45,2,18,2,4,2,1,1,0,0,4,4,4,4,1,5,1,1
0.82,1,28,2,1,2,1,1,0,0,4,4,4,4,2,5,1,2
0.45,2,41,2,3,1,1,1,1,1,2,1,4,4,1,2,1,1
1.14,1,30,2,3,2,2,0,0,0,4,4,4,4,4,5,1,2
0.26,2,22,3,5,2,1,1,1,0,1,1,4,4,4,5,1,1
0.59,2,25,3,5,2,2,1,0,0,4,4,4,4,4,5,1,1
0.97,1,50,1,1,1,1,1,0,0,2,4,4,4,4,5,2,2
0.24,1,35,2,5,2,1,1,1,0,4,1,4,4,4,5,1,2
1.06,2,28,3,5,1,2,0,0,0,5,4,4,5,4,5,1,2
0.22,1,35,2,3,2,1,1,0,1,4,3,4,4,4,5,1,2
1.3,2,19,2,2,2,2,1,0,0,4,4,4,4,2,5,1,1
1.25,2,40,1,2,1,1,1,0,0,2,4,4,4,4,5,1,2
0.41,2,21,2,3,2,1,1,0,1,4,4,4,4,4,4,1,1
1.3,2,50,1,1,1,1,1,0,1,3,4,4,4,4,3,1,2
1.48,1,20,1,2,2,1,0,0,1,4,4,4,4,2,1,2,2
0.82,2,35,1,3,2,1,0,0,0,4,4,4,4,4,5,1,2
0.61,2,21,2,2,1,1,1,0,1,4,4,4,4,2,3,1,1
0.52,2,63,2,1,1,2,1,0,1,4,1,1,4,2,3,1,2
0.52,2,40,1,4,2,1,1,0,1,4,4,4,4,4,3,1,2
0.96,1,35,1,5,1,2,1,1,1,3,4,4,4,1,5,1,2
1.18,2,45,1,1,1,1,1,0,1,4,4,4,4,4,5,1,2
1.72,2,53,1,2,1,1,1,0,0,4,4,4,4,4,5,1,2
1.32,2,25,2,3,1,1,1,0,1,2,4,4,4,3,5,1,1
0.99,2,63,1,1,2,1,1,1,0,1,4,4,4,2,5,1,2
0.61,2,40,3,4,2,2,1,0,0,5,5,4,5,5,5,1,2
0.85,1,52,1,1,1,1,1,0,1,4,4,4,4,4,5,2,2
0.88,1,36,3,5,1,2,1,1,1,1,4,4,4,1,1,1,1
1.41,2,55,2,1,1,2,1,0,0,3,4,4,4,1,5,1,2
0.84,2,60,1,1,1,1,1,1,0,4,4,4,4,4,5,2,2
1.28,2,55,2,4,1,2,1,1,0,4,4,4,4,4,5,1,2
0.91,2,40,1,5,2,2,1,0,1,4,2,4,4,4,5,1,2
0.72,2,28,2,4,2,1,0,0,0,4,4,4,4,3,5,1,1
0.51,2,37,1,5,1,1,0,0,0,3,4,4,4,4,5,1,2
0.22,2,60,2,2,1,1,1,0,1,1,1,1,4,4,3,1,2
0.36,2,25,2,4,1,1,1,1,1,4,4,4,4,2,5,1,1
1.87,2,19,2,5,1,1,1,0,1,4,4,4,4,4,4,1,1
0.78,2,38,1,5,1,2,1,0,1,2,4,4,4,2,3,1,1
1.62,2,25,1,2,2,1,1,0,1,4,4,4,4,4,5,2,2
0.92,2,35,1,3,1,1,1,0,0,4,4,4,4,4,5,2,2
0.83,2,35,1,3,1,1,1,1,1,4,1,4,1,2,2,1,1
0.22,1,40,2,3,2,1,0,1,1,4,4,4,4,4,5,2,2
0.51,2,45,3,5,1,2,1,1,0,4,4,4,4,4,4,1,1
0.97,2,16,2,5,2,2,0,0,0,4,4,4,4,4,5,2,2
1.38,2,55,1,2,1,1,1,0,1,4,4,3,4,3,5,1,2
0.22,2,55,3,5,2,1,1,0,0,4,4,4,4,1,5,1,1
1.3,2,26,1,1,1,1,1,0,1,3,4,4,4,4,5,2,2
2.08,1,75,1,3,2,2,1,0,0,5,3,3,4,5,5,1,2
0.76,1,40,1,2,2,2,0,0,0,4,4,4,4,4,5,2,2
1.86,1,18,2,2,1,1,1,0,0,4,3,4,4,4,5,2,2
1.07,2,80,1,2,2,1,0,0,0,4,4,4,4,4,5,2,2
0.24,2,36,2,3,1,1,1,0,1,2,4,4,4,4,3,2,2
2.08,1,62,1,1,1,1,1,0,0,4,1,1,4,2,5,2,2
1.21,2,42,1,4,1,1,1,1,0,4,4,4,4,3,5,1,2
0.71,2,53,1,3,1,1,1,1,1,4,1,4,4,1,3,1,2
1.61,2,35,1,1,1,1,1,0,0,2,4,4,4,4,5,2,2
0.41,2,22,2,5,1,1,1,1,1,3,3,4,4,4,5,1,1
1.43,2,59,1,2,1,1,1,0,0,4,4,4,4,4,5,2,2
0.89,1,45,1,1,1,1,1,0,1,4,4,4,4,4,4,1,2
0.57,1,18,2,2,1,1,1,1,1,4,3,4,4,4,5,2,2
1.34,1,30,1,1,2,2,1,0,0,4,4,4,4,4,5,1,2
0.55,2,50,2,5,1,2,1,1,1,2,4,4,2,2,1,1,2
1.49,1,48,1,3,2,2,1,1,0,1,1,1,4,1,5,2,2
1.54,1,25,1,3,1,2,1,0,1,4,4,4,4,4,5,2,2
0.22,1,19,2,5,2,2,1,0,0,4,4,4,4,4,5,1,2
1.45,2,19,2,5,1,1,1,0,0,2,4,4,4,4,5,1,1
2.42,2,24,1,4,1,2,1,0,0,4,4,4,4,5,5,1,2
1.3,1,34,1,1,2,1,1,0,1,4,4,4,4,2,5,2,2
1.75,1,65,1,3,1,1,0,0,0,4,4,4,4,4,5,2,2
0.35,2,38,2,3,1,1,1,0,1,4,1,4,4,4,5,1,2
1.36,2,33,1,4,1,2,1,0,0,4,4,4,4,4,5,2,2
1.06,2,65,1,2,2,1,1,0,0,4,1,1,4,4,5,2,2
0.99,2,19,1,5,1,2,0,1,0,4,4,4,4,2,5,1,1
2.42,2,45,1,4,2,2,1,1,1,1,4,4,1,4,1,1,1
0.74,1,35,1,1,1,1,1,1,1,4,4,4,4,4,3,1,2
0.84,1,43,2,1,1,1,1,0,1,4,4,4,4,4,5,1,2
1.21,2,43,2,5,1,2,1,0,1,4,4,4,1,4,1,1,1
0.22,2,18,3,3,1,1,1,0,1,4,4,4,4,2,3,1,1
0.22,1,24,3,2,2,1,1,0,1,4,4,4,4,2,3,1,1
0.8,1,50,1,4,2,1,0,0,0,4,4,4,4,4,5,2,2
0.41,1,28,2,1,1,1,1,0,1,4,4,4,4,4,5,2,2
1.02,2,28,1,2,1,2,1,0,0,4,4,4,4,4,5,2,2
0.49,1,51,1,3,2,2,0,0,0,4,4,4,4,4,5,2,2
0.94,1,45,1,1,2,2,0,0,0,2,4,4,4,2,5,2,2
1.08,1,34,1,1,2,2,1,1,1,4,4,4,4,4,5,1,2
0.94,1,26,1,2,2,1,1,0,1,4,4,4,4,2,5,2,2
0.84,2,60,1,4,1,1,1,0,0,4,4,1,4,4,5,2,2
1.3,2,20,2,4,2,2,0,0,0,4,4,4,4,4,5,2,2
0.71,1,62,1,3,1,2,0,0,0,4,4,4,4,4,5,2,2
0.93,2,45,1,1,2,1,0,0,0,4,4,4,4,2,5,2,2
0.9,1,25,2,3,2,1,0,0,0,4,4,4,4,4,5,2,2
1.66,1,16,2,3,2,1,1,0,0,4,4,4,4,4,6,1,1
0.94,1,23,2,1,1,2,1,0,0,4,4,4,4,4,5,1,2
1.27,1,55,1,2,2,1,1,0,0,4,4,4,4,4,5,2,2
1.25,1,50,1,5,2,2,0,0,0,4,4,4,3,4,5,1,2
2.38,1,40,1,5,1,2,1,1,1,4,4,4,4,3,5,1,1
0.92,2,21,2,1,1,2,1,0,0,4,4,4,4,4,5,1,2
1.09,1,21,1,1,2,1,1,0,1,4,4,4,4,2,5,2,2
1.79,2,45,1,5,1,1,0,0,0,4,4,4,4,4,5,1,2
0.81,2,40,1,3,1,2,1,0,1,3,1,4,4,2,5,1,1
0.61,1,50,1,2,2,2,1,0,0,4,4,4,4,4,5,2,2
1.8,2,16,1,3,1,1,1,1,1,4,4,4,4,4,5,2,2
1.54,2,38,1,4,2,1,0,0,0,4,4,4,4,4,5,2,2
1.43,1,60,1,2,2,2,1,0,1,1,1,1,1,2,5,2,2
1.62,2,19,2,4,2,2,1,0,1,4,4,4,4,4,5,1,1
0.68,2,41,2,4,1,1,0,0,0,2,4,4,2,4,5,1,2
0.81,1,38,1,5,1,1,1,1,1,4,4,4,4,4,5,2,2
1.84,1,70,1,3,2,1,1,0,0,4,4,4,4,2,5,2,2
1.14,2,53,1,1,1,2,1,0,1,2,4,4,4,4,5,2,2
1.49,2,46,1,2,1,1,1,1,1,4,2,4,4,1,3,1,2
2.29,1,62,1,2,1,2,1,1,0,4,3,3,4,1,5,1,1
0.52,2,25,2,4,2,2,0,0,0,4,4,4,4,4,5,1,2
0.54,1,65,1,1,2,2,1,0,0,4,3,3,4,2,5,1,2
1.19,1,44,2,4,2,2,1,0,1,4,4,4,4,2,5,2,2
1.62,2,20,2,4,1,2,1,0,1,4,4,4,4,4,5,1,1
0.97,2,48,1,1,1,1,1,0,0,2,4,4,4,4,5,2,2
0.22,1,27,3,5,2,1,1,0,1,4,4,4,4,1,5,1,1
1.23,1,60,1,1,1,1,1,0,0,4,4,4,4,4,5,2,2
0.75,2,46,1,1,1,1,1,0,0,4,4,4,4,4,5,1,2
0.5,1,40,1,3,1,1,1,0,1,4,4,4,4,2,5,1,2
0.22,2,41,3,5,1,2,1,1,1,1,3,4,4,1,2,1,1
1.17,1,22,1,5,2,2,1,1,0,4,4,4,4,4,3,1,1
1.36,1,70,1,2,2,1,1,0,0,4,4,4,3,2,5,1,2
0.86,2,64,1,3,1,1,1,0,1,4,4,4,4,2,5,1,2
0.29,2,35,2,1,1,1,0,0,0,2,4,4,2,4,5,1,2
1.66,1,17,2,5,2,2,1,1,1,4,4,4,4,1,2,1,1
1.89,2,60,1,2,2,1,0,0,1,4,4,3,4,2,3,1,2
1.52,2,30,1,1,1,1,1,0,1,4,4,4,4,2,5,1,2
1.14,2,42,1,1,1,1,1,0,0,4,4,4,4,2,5,2,2
0.86,2,45,1,2,1,1,1,0,0,4,4,4,4,4,5,2,2
0.97,2,22,2,4,2,2,1,0,1,4,4,4,4,4,5,1,1
0.85,2,47,1,1,2,1,1,0,1,4,4,4,4,2,5,1,1
1.06,1,46,1,3,2,2,1,0,0,4,4,4,4,4,5,1,2
1.21,2,48,1,4,1,1,1,0,0,4,4,4,4,4,5,1,2
0.6,2,26,1,4,1,1,1,0,0,4,4,4,4,4,5,1,1
0.44,2,42,2,1,2,1,0,0,0,2,4,4,4,2,5,2,2
0.29,2,32,2,4,1,2,1,1,0,4,4,1,4,2,5,1,1
0.86,1,35,2,4,2,2,1,0,1,4,4,1,4,2,3,1,1
1.2,1,55,1,2,1,2,0,0,1,4,4,4,4,2,5,2,2
1.83,1,70,1,1,2,2,1,0,0,4,4,3,4,4,5,2,2
1.24,2,25,2,2,1,2,1,0,0,4,4,4,4,4,5,1,2
0.61,1,48,1,1,1,1,1,0,0,4,4,4,4,4,5,2,2
0.75,2,54,1,4,1,2,1,0,1,2,4,4,4,1,5,1,2
1.06,2,19,3,5,2,2,1,0,0,4,4,4,4,4,5,1,1
0.22,2,45,2,4,1,1,1,1,1,4,4,4,4,4,1,1,1
0.9,2,55,1,4,2,2,0,0,1,3,4,4,4,2,5,2,2
1.08,2,45,1,2,2,2,0,0,0,2,4,4,4,4,5,2,2
0.41,1,45,1,5,2,2,1,0,1,4,4,4,5,2,5,1,2
0.33,2,55,2,3,1,1,1,0,1,2,4,4,4,2,3,1,2
1.12,2,28,2,5,1,1,1,0,1,4,4,4,4,4,5,1,1
0.96,2,27,1,5,1,2,1,0,1,2,4,4,4,2,5,1,2
1.89,2,30,2,2,2,2,1,1,0,3,4,4,4,4,5,1,2
0.95,1,20,1,3,1,2,0,1,0,3,3,4,4,2,5,1,2
0.92,1,68,1,3,2,1,1,0,0,5,1,1,4,5,5,1,2
1.14,2,36,2,3,1,2,1,0,0,4,4,4,4,4,5,1,2
2.25,2,30,1,4,1,1,1,0,1,2,3,4,4,4,1,1,2
0.34,2,25,2,4,2,1,1,1,1,4,3,4,2,4,1,1,1
0.84,1,35,1,5,1,2,1,1,1,4,4,4,4,2,5,1,1
1.83,2,17,2,2,2,2,1,1,0,4,3,4,4,4,5,1,1
1.89,2,60,1,4,2,1,0,0,0,4,4,4,4,4,5,2,2
1.25,2,55,1,4,1,1,0,0,0,2,4,4,4,5,5,2,2
0.59,1,32,1,1,1,1,1,0,0,4,4,4,4,4,5,1,2
1.42,1,61,1,4,2,2,1,0,1,4,4,4,4,2,5,2,2
0.95,1,39,2,5,2,1,0,0,1,4,4,4,4,4,5,1,1
1.55,1,55,1,4,2,2,1,0,0,4,4,4,4,4,3,1,2
0.86,1,16,2,1,2,1,1,0,0,4,4,4,4,2,4,1,2
0.22,2,41,3,5,1,1,1,1,0,4,4,4,4,4,5,1,1
0.66,1,55,1,3,2,2,0,0,1,4,4,4,4,4,5,1,2
2.42,2,55,1,1,1,2,1,0,0,4,4,4,4,4,5,1,2
1.24,2,24,2,5,2,2,1,0,0,4,4,4,4,4,5,1,1
0.41,2,35,2,1,1,2,1,0,1,4,4,3,1,1,5,2,2
1.97,2,20,1,3,1,1,1,1,0,4,4,4,2,4,3,1,1
0.94,1,16,2,3,2,1,0,0,0,4,4,4,4,4,5,2,1
0.45,2,52,1,5,1,1,1,0,0,4,4,4,4,2,5,1,1
2.42,1,18,1,2,2,1,0,0,0,4,4,4,4,4,5,1,2
0.44,2,45,2,4,1,1,1,0,1,4,4,4,4,3,5,2,2
1.25,1,40,1,2,2,1,1,0,0,4,4,4,4,4,5,2,2
0.7,1,30,3,5,2,1,1,1,1,4,5,4,4,1,6,1,1
1.87,1,42,1,1,1,1,0,0,1,2,4,4,4,2,3,2,2
0.81,2,49,2,5,1,2,1,0,1,4,4,4,4,4,6,1,2
0.25,2,23,3,3,2,2,1,0,0,4,4,4,4,2,5,1,2
1.38,2,20,1,3,2,1,0,0,1,4,4,4,4,4,5,1,2
0.73,1,30,1,3,1,1,1,0,0,4,4,4,4,4,5,2,2
0.68,2,31,1,3,1,1,1,1,1,4,4,4,4,4,1,1,1
1.29,2,26,2,3,1,1,1,0,1,4,3,4,4,2,1,1,2
1.53,1,40,1,5,2,2,1,1,1,4,4,4,3,4,5,1,1
0.61,1,45,1,5,1,2,1,0,1,3,1,1,4,2,3,2,2
1.73,1,25,1,2,2,1,1,0,1,4,4,4,4,4,5,2,2
0.87,1,48,1,1,2,2,0,0,1,2,4,4,4,2,5,2,2
0.87,2,28,3,5,1,1,1,1,0,1,4,4,4,1,5,1,1
2.42,2,45,1,3,1,2,0,0,0,4,4,4,4,4,5,1,2
0.22,2,37,3,4,1,1,1,0,0,1,4,4,4,4,5,1,1
1.87,1,17,2,1,1,1,1,0,1,4,4,4,4,4,5,1,1
2.23,2,22,1,1,1,1,1,0,0,4,4,4,4,4,5,2,2
2.42,1,23,1,3,1,1,1,1,0,4,4,4,4,4,5,2,2
1.17,2,22,2,1,1,1,1,0,1,4,4,4,4,4,5,1,1
0.43,2,50,1,4,1,1,1,1,1,1,4,4,4,1,4,1,1
0.22,1,35,3,2,1,1,1,0,1,4,1,4,4,4,5,1,2
1.08,1,24,1,4,1,1,1,1,1,1,4,4,2,2,5,1,2
0.65,2,28,2,4,2,2,1,1,0,4,4,4,4,4,5,1,1
1.69,2,60,1,3,2,2,1,0,1,4,4,4,4,2,5,2,2
1.55,1,55,2,5,2,2,1,1,1,4,2,4,4,4,5,1,1
2.42,2,16,1,1,2,2,0,0,0,3,4,4,4,2,5,1,2
0.3,2,38,3,4,2,2,1,0,0,4,4,4,4,4,5,1,1
1.22,2,30,1,5,1,1,0,0,0,4,4,4,4,4,4,1,1
0.39,1,22,2,1,2,1,1,0,0,4,4,4,4,4,5,1,1
1.64,2,18,1,1,1,1,1,0,0,4,1,4,4,4,5,1,1
0.85,2,28,2,4,2,2,1,0,0,4,4,4,4,4,5,1,1
0.63,1,35,1,1,1,1,0,0,1,4,4,4,4,4,5,1,2
0.94,2,38,1,2,1,1,1,0,1,4,1,1,4,4,5,2,2
0.6,1,55,1,5,1,1,1,0,1,4,4,1,4,2,5,1,2
1.78,1,18,1,2,2,2,0,0,0,4,4,4,4,4,5,2,2
1.06,1,26,1,2,2,1,0,0,0,4,4,4,4,4,5,2,2
1.55,1,46,1,3,2,2,1,1,1,4,1,4,4,1,5,1,2
1.4,1,50,1,2,1,1,1,0,1,1,1,1,4,4,5,1,1
0.62,1,28,1,4,2,2,0,0,1,4,4,4,4,4,5,2,2
0.22,2,26,2,5,1,1,0,1,0,4,3,4,4,4,5,1,2
0.5,1,25,2,1,2,1,1,0,1,4,4,4,4,2,5,2,2
1.06,1,17,1,1,2,1,0,0,0,4,4,4,4,3,5,1,2
0.72,2,50,1,2,1,1,1,0,0,4,4,4,4,4,5,1,2
1.55,2,24,1,5,2,2,1,0,0,4,4,4,4,4,1,1,1
1.27,1,60,1,3,2,2,1,1,0,4,4,4,4,1,5,1,2
1.0,1,35,1,3,2,1,0,1,1,4,4,4,4,3,2,2,2
0.31,1,43,2,1,1,1,1,1,1,4,4,4,4,3,5,2,2
2.42,2,60,1,1,1,1,1,0,1,4,4,4,3,4,5,1,2
0.34,1,19,2,1,2,1,1,0,1,4,4,4,4,2,5,1,2
0.7,2,32,3,4,1,2,1,0,1,4,4,4,4,1,5,1,1
0.92,1,40,1,2,2,1,1,0,1,4,4,4,4,4,5,1,2
0.34,2,45,2,2,1,1,1,1,0,4,3,4,4,1,5,1,2
0.93,2,42,3,5,1,2,1,1,0,1,1,1,4,1,5,1,1
1.14,2,48,1,3,2,2,0,0,0,4,4,4,4,2,5,1,2
1.19,2,19,2,5,2,2,1,0,1,4,4,4,4,1,5,1,1
0.94,1,35,1,2,2,1,1,0,1,4,4,4,4,4,5,1,2
1.53,1,42,1,3,1,1,1,0,0,4,4,4,4,4,5,2,2
0.92,1,45,1,3,1,2,1,0,1,4,1,1,4,1,5,1,1
1.56,2,30,1,4,1,2,1,1,1,4,4,4,4,4,4,1,2
0.78,2,48,1,4,1,1,0,0,0,4,3,4,4,4,5,1,2
2.42,1,20,1,2,1,2,1,1,0,3,4,4,4,1,5,1,1
0.9,1,25,1,1,2,1,1,0,0,4,4,4,4,4,5,1,2
1.19,2,20,3,4,1,2,1,1,1,1,1,4,4,4,4,1,1
1.38,2,26,2,2,1,1,1,0,0,4,4,4,4,4,5,1,1
1.62,2,18,1,3,2,1,0,0,0,4,4,4,4,4,5,2,2
0.22,1,36,2,1,1,1,1,0,1,4,4,1,4,4,5,1,2
0.76,1,45,1,4,2,2,1,0,0,4,1,4,4,4,5,2,2
0.42,1,45,1,2,2,1,0,0,1,4,4,4,4,4,5,2,2
1.02,1,45,1,3,2,1,1,0,1,4,4,4,4,4,5,1,2
2.42,1,16,1,1,1,2,1,0,1,4,4,4,4,4,5,1,1
1.72,1,52,1,5,1,1,1,0,1,4,4,4,4,4,5,1,2
0.78,2,17,2,5,2,2,1,0,0,4,4,4,4,4,5,1,1
1.1,2,25,1,2,1,2,1,0,0,4,3,4,4,4,5,2,2
1.43,2,45,1,1,1,2,0,0,0,4,4,4,4,4,5,1,2
1.43,2,55,1,1,1,1,1,0,0,4,4,4,4,4,5,2,2
0.84,2,22,1,5,2,2,1,0,1,1,4,4,4,1,5,1,2
0.84,1,55,1,3,1,1,0,0,1,4,4,4,5,4,6,1,2
2.42,1,35,2,3,2,2,1,0,0,4,3,4,4,4,5,1,2
0.9,1,43,1,5,2,2,0,0,0,4,4,4,4,4,5,1,2
0.92,1,60,1,3,1,1,0,1,0,4,4,4,4,3,5,1,2
1.69,1,58,1,1,2,1,1,0,0,4,4,4,4,2,5,2,2
0.97,2,29,1,3,1,1,1,1,0,4,4,1,4,4,5,1,1
1.89,1,34,1,4,1,2,0,0,0,4,4,4,2,2,3,1,1
1.07,1,45,1,3,2,1,0,0,0,4,4,4,4,4,5,2,2
1.04,1,25,1,2,2,2,1,0,0,4,4,4,4,4,5,1,2
0.86,1,50,1,2,1,1,1,1,0,1,4,1,4,4,5,1,2
1.03,2,30,3,4,2,2,1,0,1,4,4,4,4,3,5,1,1
1.21,2,37,1,3,1,1,1,0,1,4,4,4,4,3,5,1,2
1.18,2,60,1,3,1,1,0,0,0,4,4,4,4,4,5,1,2
0.32,2,55,2,4,1,1,1,0,0,4,4,4,4,4,5,2,2
0.76,1,42,1,4,2,1,0,0,0,4,4,4,4,4,5,1,2
1.29,2,46,2,5,1,2,1,1,1,1,4,4,4,1,1,1,1
1.16,1,36,1,4,1,2,1,0,1,1,4,4,4,2,5,1,1
0.22,1,22,3,1,1,1,1,0,1,3,4,4,4,4,5,1,2
0.25,2,25,3,4,1,1,1,0,0,4,4,4,4,4,5,1,1
0.61,2,38,1,4,1,1,1,0,1,2,4,4,4,4,6,1,2
1.03,1,55,1,4,2,1,0,0,0,4,4,4,4,2,5,1,2
1.22,2,22,3,3,2,2,0,1,0,4,4,4,4,4,5,1,1
0.22,1,22,2,4,2,1,1,0,1,4,4,4,4,4,5,1,2
2.2,2,34,1,1,2,1,1,0,0,4,4,4,1,4,5,1,2
1.47,2,40,1,4,1,2,1,1,0,4,4,4,4,4,5,1,2
0.8,1,54,1,2,2,1,0,0,0,4,4,4,4,4,5,1,2
1.27,2,60,1,3,1,1,1,1,0,4,2,2,4,4,5,2,2
1.17,2,43,2,5,1,1,1,0,1,4,4,4,1,4,5,1,1
0.63,1,45,2,3,2,2,1,0,1,4,4,4,4,1,5,1,2
0.75,2,45,1,5,2,2,1,0,0,4,4,1,4,1,5,1,2
0.38,2,28,3,1,1,1,1,1,1,4,4,4,4,4,5,1,1
1.12,2,18,5,3,2,1,0,0,0,4,4,4,4,4,5,2,2
2.07,1,60,2,5,1,1,1,1,1,4,4,4,4,1,5,1,1
2.42,2,30,1,4,2,1,0,1,1,4,4,4,4,4,5,1,2
1.27,2,20,1,1,2,2,0,0,1,4,4,4,4,4,5,2,2
2.42,2,24,1,3,1,1,1,0,0,4,4,4,4,4,5,1,1
0.75,2,16,2,1,1,1,1,0,1,4,4,4,2,4,5,1,1
1.24,2,36,1,2,2,2,0,0,1,4,4,4,4,4,5,2,2
0.39,2,60,2,5,1,1,1,0,0,1,4,1,4,1,5,1,1
1.04,2,50,1,1,1,1,0,0,1,4,4,4,4,2,5,2,2
1.13,1,21,2,2,1,1,0,0,1,4,4,4,4,4,5,1,2
0.32,2,75,2,1,2,1,1,0,1,4,1,4,4,4,5,1,2
0.97,1,20,2,5,2,2,1,0,0,4,4,4,4,4,5,2,2
0.3,1,48,2,4,2,1,1,0,0,4,4,4,4,4,5,1,1
0.27,2,19,2,1,2,2,0,0,0,4,4,4,4,4,5,2,2
1.4,1,50,1,1,2,1,1,1,0,4,4,4,2,4,5,2,2
2.16,2,27,1,2,2,2,1,0,0,4,4,4,4,4,5,2,2
0.36,2,45,2,4,1,1,1,0,0,4,4,4,4,3,5,1,2
0.43,1,20,2,4,1,2,0,1,0,4,4,4,4,4,5,1,1
1.21,2,43,1,5,1,1,1,0,0,4,4,4,2,4,5,1,2
2.11,1,55,1,3,2,2,0,0,0,2,4,4,4,2,5,2,2
0.62,2,30,1,1,2,1,0,0,0,4,4,4,4,4,6,2,2
0.43,1,35,2,5,1,2,1,0,0,4,4,4,4,2,5,2,2
0.22,2,18,5,5,1,1,0,0,0,4,4,4,4,2,5,2,2
0.77,2,24,2,5,2,2,0,0,0,4,4,4,4,4,5,2,2
0.36,2,34,2,3,2,1,1,0,0,4,4,4,4,1,5,2,2
2.21,1,22,1,2,1,1,1,1,0,4,4,4,4,3,5,1,2
0.89,2,28,1,1,1,1,1,0,1,1,4,4,4,4,5,2,2
0.55,2,45,2,4,1,2,1,0,0,4,4,4,4,4,5,1,2
1.68,1,17,1,2,1,2,0,0,1,4,4,4,4,4,5,1,2
0.25,1,16,2,2,2,1,1,0,0,4,3,4,4,4,5,1,1
2.18,1,38,1,2,1,2,1,0,1,4,4,4,4,2,5,2,2
1.52,1,70,1,2,1,2,0,0,0,4,4,4,4,4,5,1,2
2.1,2,20,1,4,2,2,0,0,0,4,4,4,4,4,5,2,2
0.73,1,26,1,2,2,2,1,0,0,4,4,4,4,2,5,1,2
1.5,2,46,1,4,1,2,1,1,0,3,4,4,4,4,1,1,2
1.58,1,55,1,4,1,1,1,0,0,4,4,3,4,3,5,2,2
1.55,1,28,1,1,2,2,1,1,0,4,4,2,4,3,5,1,2
0.22,2,57,3,2,2,1,1,0,1,4,4,4,4,2,5,1,2
0.86,2,30,1,3,1,1,0,0,1,4,4,4,4,4,3,1,2
0.72,1,24,2,4,2,1,1,1,1,4,1,4,4,4,4,1,2
0.46,2,46,3,5,1,2,1,1,1,4,4,4,4,1,1,1,1
0.48,2,35,2,4,1,2,1,0,0,4,4,4,4,4,5,1,2
0.51,1,47,2,5,2,2,1,0,0,4,4,4,4,2,5,1,1
1.05,2,31,3,4,1,2,1,1,1,1,4,4,4,1,2,1,1
0.61,2,40,2,5,1,2,1,1,1,1,1,4,3,1,1,1,1
1.62,2,19,2,5,1,2,1,0,1,4,4,4,4,4,5,1,1
2.42,2,16,1,3,1,2,0,0,0,4,4,4,4,2,5,1,2
1.33,1,40,1,5,1,2,1,1,1,2,4,4,4,1,5,1,2
1.56,2,24,1,4,1,2,1,0,0,4,4,4,4,4,5,1,2
1.59,1,65,1,1,1,1,0,0,0,4,4,4,4,4,5,2,2
1.25,2,48,1,4,1,1,1,0,0,4,4,4,4,4,5,1,1
0.73,2,45,1,1,1,1,0,0,0,4,4,4,4,4,5,2,2
0.47,2,46,2,5,1,2,1,1,0,1,4,4,4,1,1,1,1
0.7,1,28,3,5,2,2,1,0,0,1,4,4,4,4,5,1,1
1.56,1,40,1,1,1,1,1,0,1,4,4,4,4,4,3,1,2
