wgt,gender,age,ed_lvl,income_q,employed,rural,account,savings,loans,mobile,internet,wages_2,wages_3,wages_4,transfers_2,transfers_3,transfers_4,pension_2,pension_3,pension_4,agri_sale_2,agri_sale_3,agri_sale_4,utilities_2,utilities_3,utilities_4,remittances_2,remittances_3,remittances_4,age_sqrt
0.55,1,56,2,4,0,1,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,7.483314773547883
0.24,0,17,2,4,1,0,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.123105625617661
0.22,1,18,2,5,0,0,1,1,0,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,4.242640687119285
0.69,1,24,3,4,0,1,0,1,1,0,0,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,4.898979485566356
0.22,1,21,2,2,0,0,1,1,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,4.58257569495584
1.59,0,70,1,2,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,8.366600265340756
0.9,0,30,1,3,1,1,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.477225575051661
2.42,0,60,1,1,1,0,1,0,0,0,1,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,7.745966692414834
2.42,1,74,1,4,1,1,1,1,0,1,1,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,8.602325267042627
0.72,1,33,1,3,0,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.744562646538029
0.43,1,50,1,4,1,0,0,1,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.0710678118654755
0.78,0,22,2,4,1,0,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.69041575982343
0.34,1,52,2,5,1,0,0,1,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,7.211102550927978
2.42,1,57,1,1,0,0,1,0,1,0,1,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,7.54983443527075
0.47,0,24,2,4,1,0,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,4.898979485566356
0.88,1,22,2,5,0,1,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,4.69041575982343
0.61,0,31,2,4,0,1,1,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.5677643628300215
2.42,1,42,1,3,0,1,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,6.48074069840786
1.42,1,25,2,4,0,1,1,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,5.0
0.53,0,17,2,1,1,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,4.123105625617661
1.25,0,40,1,1,0,0,0,0,1,1,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,6.324555320336759
0.6,0,60,1,3,0,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.745966692414834
0.22,0,20,2,4,1,0,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,4.47213595499958
0.35,1,27,3,5,0,1,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,5.196152422706632
0.89,0,16,2,2,0,0,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,4.0
0.33,0,31,2,1,1,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,5.5677643628300215
1.12,1,21,2,4,0,1,1,0,0,0,0,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,4.58257569495584
0.55,0,51,2,5,0,1,1,1,1,0,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,7.14142842854285
1.36,0,35,1,3,1,0,1,1,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.916079783099616
2.29,0,45,1,3,0,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,6.708203932499369
0.34,1,50,2,2,1,0,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.0710678118654755
2.42,1,19,1,4,0,0,1,0,1,0,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,4.358898943540674
1.87,0,40,1,3,1,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.324555320336759
0.94,0,16,2,1,1,1,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.0
2.42,0,39,1,3,0,0,1,1,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.244997998398398
2.11,0,23,1,1,0,1,0,0,0,1,1,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,4.795831523312719
1.47,1,28,1,1,1,0,1,0,1,1,1,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,5.291502622129181
1.04,0,16,1,3,1,1,1,1,1,0,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,4.0
2.35,1,48,1,4,0,1,1,1,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.928203230275509
0.68,1,20,2,5,0,0,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,4.47213595499958
0.49,0,45,1,2,1,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,6.708203932499369
0.22,1,46,3,3,0,0,1,1,1,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,6.782329983125268
1.1,0,43,1,5,1,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.557438524302
0.63,1,32,1,1,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,5.656854249492381
0.8,1,60,3,5,0,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.745966692414834
2.21,1,20,2,4,0,1,1,1,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,4.47213595499958
1.61,1,38,1,2,0,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.164414002968976
0.34,1,18,3,2,1,0,1,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,4.242640687119285
2.0,1,21,2,3,0,1,1,0,1,0,0,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,4.58257569495584
0.6,1,30,1,4,0,0,0,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.477225575051661
1.78,1,63,1,5,1,0,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,7.937253933193772
1.24,1,19,2,4,0,1,1,1,0,0,0,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,4.358898943540674
1.14,1,42,2,5,0,1,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.48074069840786
0.39,1,28,2,5,1,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.291502622129181
0.64,0,30,2,3,0,0,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,5.477225575051661
0.22,1,30,3,4,0,1,1,1,1,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,5.477225575051661
0.62,0,34,3,5,1,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,5.830951894845301
2.42,1,26,1,5,0,1,1,0,0,0,1,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.0990195135927845
1.4,1,22,2,4,1,0,0,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.69041575982343
1.56,1,55,1,1,0,0,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,7.416198487095663
2.42,1,74,1,5,1,1,1,1,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,8.602325267042627
0.74,0,21,1,5,0,1,1,1,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.58257569495584
0.5,0,35,1,1,0,0,1,0,1,0,0,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,5.916079783099616
1.42,0,42,1,5,0,1,1,0,0,0,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.48074069840786
0.25,1,35,3,3,1,0,0,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.916079783099616
0.94,0,28,1,1,1,0,0,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,5.291502622129181
0.43,0,50,1,3,0,1,1,0,0,1,1,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,7.0710678118654755
1.18,1,21,2,3,0,0,1,1,1,0,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,4.58257569495584
1.85,0,18,1,2,1,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.242640687119285
1.08,1,35,2,3,0,0,1,0,1,0,0,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,5.916079783099616
0.38,1,19,2,5,0,0,1,1,0,0,0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,4.358898943540674
0.93,1,17,2,5,1,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.123105625617661
0.97,1,22,2,4,1,1,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.69041575982343
1.43,1,65,1,4,0,0,1,0,0,0,1,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,8.06225774829855
1.03,1,17,2,2,1,0,1,1,0,1,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,4.123105625617661
0.59,1,39,3,5,1,1,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,6.244997998398398
0.96,0,44,1,5,0,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,6.6332495807108
0.6,1,33,1,4,0,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.744562646538029
0.69,0,21,1,1,0,0,1,0,0,1,1,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,4.58257569495584
1.78,1,25,1,1,0,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.0
0.87,0,38,1,4,1,1,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,6.164414002968976
2.42,1,24,1,4,0,0,0,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,4.898979485566356
0.84,1,28,2,5,0,1,1,1,1,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,5.291502622129181
1.27,1,65,1,1,1,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,8.06225774829855
0.61,0,38,1,2,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.164414002968976
0.87,1,65,1,2,0,0,1,0,1,1,1,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,8.06225774829855
0.32,0,19,2,4,0,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,4.358898943540674
0.39,0,23,2,5,1,1,1,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.795831523312719
0.24,1,33,2,4,0,0,0,1,1,0,0,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,5.744562646538029
2.42,0,32,1,3,0,0,0,0,1,0,1,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,5.656854249492381
0.31,1,40,2,5,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,6.324555320336759
0.59,1,28,1,1,0,0,1,0,1,0,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,5.291502622129181
0.46,0,28,2,4,1,1,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.291502622129181
0.28,1,36,2,1,0,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.0
1.75,1,20,3,5,1,1,1,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.47213595499958
1.08,0,30,1,1,0,0,1,1,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.477225575051661
0.71,1,29,3,5,0,1,1,1,1,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,5.385164807134504
1.56,0,31,1,4,0,1,1,1,1,0,1,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.5677643628300215
1.02,0,22,1,3,1,1,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.69041575982343
0.85,1,52,2,2,1,1,1,1,1,0,0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,7.211102550927978
0.73,0,30,1,2,0,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.477225575051661
0.28,1,31,3,2,0,0,0,1,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,5.5677643628300215
0.87,1,50,1,5,0,1,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,7.0710678118654755
0.9,1,30,1,3,1,0,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.477225575051661
1.14,0,45,1,3,1,0,1,0,1,0,1,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,6.708203932499369
1.2,1,24,2,1,0,1,0,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.898979485566356
0.43,1,36,2,1,0,0,1,1,1,0,1,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,6.0
0.87,0,25,1,3,1,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.0
0.41,0,25,2,2,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.0
0.47,1,60,2,1,0,1,0,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.745966692414834
0.83,1,30,1,5,0,1,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.477225575051661
1.31,1,65,1,2,0,0,1,1,1,1,1,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,8.06225774829855
0.95,1,51,1,2,0,0,1,1,0,0,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,7.14142842854285
0.51,0,30,2,3,0,0,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,5.477225575051661
0.96,1,28,1,5,0,0,1,0,0,1,1,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,5.291502622129181
2.11,0,65,1,1,1,0,1,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,8.06225774829855
0.95,1,52,2,3,0,1,1,0,1,0,0,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,7.211102550927978
0.59,0,25,1,1,0,0,1,0,1,1,1,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,5.0
2.42,1,22,2,5,0,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.69041575982343
1.85,0,20,1,1,1,0,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.47213595499958
0.59,0,17,2,3,0,0,1,0,0,1,1,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,4.123105625617661
1.27,1,27,2,4,0,0,1,1,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,5.196152422706632
2.42,0,44,1,2,0,1,1,1,1,0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,6.6332495807108
1.1,0,34,1,1,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.830951894845301
0.7,1,26,2,2,0,1,1,0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5.0990195135927845
0.75,1,45,1,5,0,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,6.708203932499369
0.33,1,30,2,5,0,0,1,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,5.477225575051661
2.42,1,32,2,3,0,1,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.656854249492381
0.84,0,35,1,4,1,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.916079783099616
0.65,0,50,2,4,1,1,1,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.0710678118654755
0.22,1,20,3,5,1,0,1,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,4.47213595499958
0.53,1,20,3,5,0,0,1,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,4.47213595499958
1.06,0,27,1,1,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.196152422706632
1.51,1,66,1,2,0,1,0,1,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,8.12403840463596
1.67,1,22,1,1,1,1,1,0,0,1,1,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,4.69041575982343
0.62,1,19,2,3,0,0,0,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.358898943540674
0.43,0,17,2,5,0,1,0,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,4.123105625617661
0.28,1,23,2,1,0,1,1,1,1,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,4.795831523312719
0.62,1,25,2,4,1,1,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.0
0.27,1,45,2,4,0,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.708203932499369
0.5,0,30,2,3,0,0,1,1,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.477225575051661
0.95,0,32,1,4,0,0,0,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,5.656854249492381
0.53,0,34,2,1,1,1,1,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.830951894845301
1.25,0,35,1,2,1,0,1,1,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.916079783099616
0.54,1,25,2,3,0,0,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.0
0.53,1,40,2,2,1,1,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.324555320336759
0.54,1,45,2,4,0,0,1,1,0,0,1,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,6.708203932499369
1.54,1,38,1,2,0,1,0,1,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.164414002968976
0.45,1,40,2,4,0,0,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,6.324555320336759
0.29,0,35,2,3,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,5.916079783099616
1.0,1,18,1,2,0,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.242640687119285
0.29,0,45,1,5,1,1,0,1,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.708203932499369
1.28,0,21,2,4,1,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.58257569495584
0.74,1,40,1,2,0,0,1,0,1,0,1,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,6.324555320336759
1.62,0,22,3,5,0,1,1,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,4.69041575982343
1.55,0,35,1,3,0,0,1,1,1,1,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,5.916079783099616
0.6,1,32,1,3,0,1,1,0,1,0,0,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,5.656854249492381
0.4,0,23,3,4,0,0,1,1,1,0,0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,4.795831523312719
0.55,1,21,3,5,1,1,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,4.58257569495584
0.27,0,22,3,3,1,0,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,4.69041575982343
1.11,0,20,3,2,0,1,1,0,0,0,1,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,4.47213595499958
0.47,1,38,2,5,0,1,1,1,1,0,0,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,6.164414002968976
0.79,1,22,3,5,1,1,1,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,4.69041575982343
0.98,0,17,2,2,0,1,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.123105625617661
0.59,1,54,1,2,1,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.3484692283495345
0.59,1,31,3,5,0,0,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.5677643628300215
0.86,0,44,1,4,0,0,1,0,0,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,6.6332495807108
0.33,1,32,2,1,0,0,1,1,1,1,1,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,5.656854249492381
1.12,1,50,1,4,1,1,0,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.0710678118654755
0.43,1,21,2,5,1,1,1,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.58257569495584
0.92,1,40,1,4,0,1,1,1,0,0,1,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.324555320336759
0.48,1,50,1,1,0,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.0710678118654755
1.28,0,51,2,5,1,1,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,7.14142842854285
0.61,1,30,1,1,0,0,1,0,1,0,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.477225575051661
0.22,1,30,3,2,0,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,5.477225575051661
1.49,0,16,2,3,1,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,4.0
0.95,1,30,2,4,0,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.477225575051661
0.99,0,22,1,3,1,1,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,4.69041575982343
0.44,1,20,2,3,1,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.47213595499958
2.42,1,24,1,5,0,0,0,0,0,0,1,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,4.898979485566356
0.88,0,34,1,1,0,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.830951894845301
0.86,1,30,1,2,0,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.477225575051661
1.3,0,16,2,5,1,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.0
0.53,0,35,2,1,0,0,1,0,0,0,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,5.916079783099616
1.19,0,45,1,1,1,0,1,0,1,0,1,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,6.708203932499369
0.8,1,32,2,4,0,0,0,1,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.656854249492381
1.15,0,22,2,4,0,1,1,1,0,0,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.69041575982343
0.5,1,62,2,2,0,0,1,0,1,0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,7.874007874011811
1.03,1,48,1,5,0,1,0,1,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.928203230275509
1.8,1,19,2,5,0,1,1,0,1,0,0,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,4.358898943540674
0.58,1,29,2,4,0,1,1,0,1,0,1,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,5.385164807134504
0.48,1,53,1,4,0,1,1,1,1,1,1,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.280109889280518
0.71,0,16,2,5,1,1,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.0
0.29,1,38,2,5,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,6.164414002968976
0.8,1,58,2,5,0,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,7.615773105863909
2.08,0,30,1,4,0,1,1,0,1,0,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,5.477225575051661
0.5,1,35,1,2,0,0,1,0,0,1,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.916079783099616
2.42,0,16,2,3,1,1,1,0,0,1,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,4.0
