wgt,gender,ed_lvl,income_q,employed,rural,account,savings,loans,mobile,internet,wages_2,wages_3,wages_4,transfers_2,transfers_3,transfers_4,pension_2,pension_3,pension_4,agri_sale_2,agri_sale_3,agri_sale_4,utilities_2,utilities_3,utilities_4,remittances_2,remittances_3,remittances_4,age_sqrt
0.49,0,1,2,1,1,1,0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,7.28
0.91,0,1,4,1,1,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.0
0.96,0,1,2,1,1,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,7.071
0.41,1,2,5,0,0,1,1,1,0,0,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,4.472
1.25,1,1,4,1,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,5.916
1.38,0,1,2,0,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,5.916
0.86,0,1,1,1,1,1,0,1,0,1,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.071
1.65,0,1,1,1,1,0,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.0
0.43,0,1,2,0,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.071
0.22,1,2,3,0,0,1,0,1,0,0,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,5.385
1.83,0,1,3,1,1,1,1,0,1,1,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,6.708
0.27,0,2,1,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.243
0.81,1,2,1,1,0,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,3.873
0.22,1,3,5,0,1,0,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.916
0.96,0,2,5,0,1,1,1,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,4.796
0.52,1,1,3,0,1,0,1,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.083
0.75,0,2,4,1,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.583
1.63,0,1,3,1,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,4.796
1.47,1,1,1,0,0,1,0,1,0,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,6.325
0.22,0,2,2,1,0,1,1,0,0,1,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,6.481
2.07,0,1,3,1,0,0,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.746
0.4,0,1,4,0,1,1,1,1,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,6.164
0.81,0,2,3,1,1,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,5.657
1.38,0,1,2,1,0,1,0,0,1,1,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,8.367
0.64,0,1,4,1,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.708
1.47,1,1,1,0,0,1,0,1,1,1,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,5.0
1.76,1,1,1,0,1,1,0,1,0,1,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,5.477
1.67,1,1,4,1,0,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.0
0.72,1,3,5,0,1,1,1,1,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,5.745
0.5,1,2,4,0,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,7.483
1.11,0,1,1,1,0,1,0,0,0,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,6.164
1.03,1,1,4,1,0,0,0,1,0,0,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,4.472
0.78,0,1,2,0,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,6.708
2.42,1,1,1,0,1,0,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,4.899
1.22,0,2,5,0,1,1,1,1,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,6.083
0.48,0,1,1,1,0,1,0,0,1,1,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,6.928
0.59,1,3,5,1,1,1,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.292
1.59,0,1,3,1,1,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,5.657
0.84,1,1,1,0,1,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,8.367
1.07,0,1,3,0,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.916
0.6,1,1,4,1,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.477
0.72,0,1,2,1,1,1,0,0,1,1,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,7.616
1.1,0,1,1,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.477
0.46,0,2,5,1,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.477
0.22,1,3,5,0,0,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,5.745
0.59,0,1,3,1,0,0,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,5.477
0.22,1,3,1,0,0,0,0,1,0,1,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,7.071
0.33,1,2,3,0,0,1,0,1,0,0,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,4.583
0.35,1,3,5,1,1,1,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,6.0
1.25,1,1,3,1,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.243
1.12,1,2,4,1,0,0,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.0
0.51,1,3,4,0,0,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,4.899
1.06,1,1,4,1,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.55
0.36,0,2,5,1,1,0,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.325
0.84,0,1,4,1,0,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.472
0.85,1,1,4,0,1,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.071
0.84,1,1,3,0,1,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,6.083
1.03,0,2,2,1,0,1,0,0,1,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,4.359
0.36,1,2,2,0,0,1,0,1,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.746
1.2,0,3,2,0,0,0,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.583
0.93,0,1,2,0,0,1,1,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.657
0.22,0,3,3,1,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,4.796
1.69,0,1,1,0,1,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.708
1.55,1,1,1,0,1,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.325
0.34,0,2,2,1,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.292
1.07,0,1,1,1,0,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,6.708
0.56,1,2,3,0,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.472
1.67,1,1,3,0,1,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.708
1.59,1,2,3,0,0,1,1,1,0,0,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,4.359
0.6,0,1,2,0,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,8.367
0.55,1,3,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.796
0.55,1,2,5,0,1,0,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,6.928
0.61,1,2,4,0,0,1,0,1,0,0,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,4.899
2.42,1,1,3,0,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,4.123
0.61,0,3,5,0,1,1,1,0,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,5.916
2.06,0,1,2,1,0,0,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.796
1.09,0,2,3,1,1,1,0,0,0,0,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,4.796
0.79,0,3,2,1,1,1,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,7.071
0.29,1,2,5,0,0,0,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,5.916
1.62,0,2,5,0,1,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,4.472
0.76,0,1,4,1,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,5.916
0.22,1,2,1,0,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,6.708
1.56,1,1,3,0,0,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.416
1.88,0,2,2,1,1,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,7.483
0.71,0,1,5,1,0,1,0,0,0,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,6.708
0.64,1,1,5,0,0,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,6.708
0.22,1,2,4,0,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.071
0.39,0,2,4,1,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.899
0.22,1,3,3,1,0,1,1,1,0,0,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,5.916
0.62,1,1,1,0,0,1,0,1,0,0,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,5.916
0.45,0,2,5,1,0,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.472
0.94,1,2,2,0,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.243
0.22,0,2,3,0,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.477
0.86,0,1,1,1,0,1,0,1,0,1,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,7.071
1.51,1,2,5,0,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,4.472
0.74,0,1,4,0,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,5.916
1.17,0,1,3,1,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,5.292
0.92,1,1,3,1,0,1,0,1,0,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,8.062
1.24,0,1,4,1,1,0,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.472
0.33,1,2,2,0,1,0,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.477
0.22,0,2,5,1,0,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.359
0.74,1,2,3,0,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.071
1.25,1,1,1,1,0,1,1,1,0,1,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,6.481
1.82,0,2,4,1,1,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,4.583
1.32,1,2,2,0,1,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,5.745
0.22,1,3,2,0,0,1,0,1,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,5.477
0.75,1,2,1,0,0,0,0,0,0,1,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,4.243
0.54,1,1,2,0,0,0,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.557
0.71,0,1,3,0,1,0,1,1,0,0,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,7.746
0.71,1,1,2,0,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.071
0.26,1,3,5,0,0,1,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.916
0.22,0,2,2,1,1,1,1,0,1,1,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,4.123
1.39,1,1,4,0,0,0,0,1,0,1,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,4.243
2.42,1,1,2,0,1,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,7.071
1.78,0,1,5,0,1,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,4.899
0.95,0,1,3,0,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.616
0.9,0,1,2,1,0,1,1,0,0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,8.66
0.66,1,2,5,0,0,1,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,5.0
0.74,1,1,3,0,1,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,6.0
0.86,0,1,1,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.708
0.65,1,2,5,0,1,1,1,1,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,5.099
0.22,1,3,5,1,0,0,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.211
0.33,0,2,2,0,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,5.196
0.91,1,1,4,1,1,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.708
1.45,0,1,4,1,0,1,0,1,1,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,7.616
0.55,1,1,3,0,0,0,0,1,0,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,6.633
0.77,1,1,5,1,1,1,1,1,1,1,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,6.325
0.59,1,2,2,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,6.928
0.52,1,2,4,0,1,0,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,8.062
2.42,1,1,5,0,1,0,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,5.477
0.86,0,1,3,1,0,1,1,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.708
0.88,1,2,4,0,1,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.69
1.49,1,1,2,1,1,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,4.472
0.67,0,1,3,0,0,0,0,0,1,1,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,4.899
2.42,1,1,4,1,1,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.359
1.78,0,1,2,0,1,1,0,1,0,1,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,5.916
1.77,1,1,1,0,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,7.28
0.91,0,2,2,0,0,1,0,1,1,1,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,4.0
0.36,1,2,3,0,0,0,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,4.359
0.92,0,1,1,1,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.325
1.26,0,1,2,0,0,1,0,1,1,1,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.359
1.02,0,1,1,0,0,1,0,1,1,1,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,4.796
0.55,1,2,4,0,1,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,7.483
0.24,0,2,4,1,0,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.123
0.22,1,2,5,0,0,1,1,0,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,4.243
0.69,1,3,4,0,1,0,1,1,0,0,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,4.899
0.22,1,2,2,0,0,1,1,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,4.583
1.59,0,1,2,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,8.367
0.9,0,1,3,1,1,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.477
2.42,0,1,1,1,0,1,0,0,0,1,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,7.746
2.42,1,1,4,1,1,1,1,0,1,1,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,8.602
0.72,1,1,3,0,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.745
0.43,1,1,4,1,0,0,1,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.071
0.78,0,2,4,1,0,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.69
0.34,1,2,5,1,0,0,1,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,7.211
2.42,1,1,1,0,0,1,0,1,0,1,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,7.55
0.47,0,2,4,1,0,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,4.899
0.88,1,2,5,0,1,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,4.69
0.61,0,2,4,0,1,1,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.568
2.42,1,1,3,0,1,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,6.481
1.42,1,2,4,0,1,1,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,5.0
0.53,0,2,1,1,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,4.123
1.25,0,1,1,0,0,0,0,1,1,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,6.325
0.6,0,1,3,0,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.746
0.22,0,2,4,1,0,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,4.472
0.35,1,3,5,0,1,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,5.196
0.89,0,2,2,0,0,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,4.0
0.33,0,2,1,1,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,5.568
1.12,1,2,4,0,1,1,0,0,0,0,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,4.583
0.55,0,2,5,0,1,1,1,1,0,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,7.141
1.36,0,1,3,1,0,1,1,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.916
2.29,0,1,3,0,0,1,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,6.708
0.34,1,2,2,1,0,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.071
2.42,1,1,4,0,0,1,0,1,0,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,4.359
1.87,0,1,3,1,0,1,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.325
0.94,0,2,1,1,1,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.0
2.42,0,1,3,0,0,1,1,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.245
2.11,0,1,1,0,1,0,0,0,1,1,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,4.796
1.47,1,1,1,1,0,1,0,1,1,1,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,5.292
1.04,0,1,3,1,1,1,1,1,0,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,4.0
2.35,1,1,4,0,1,1,1,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.928
0.68,1,2,5,0,0,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,4.472
0.49,0,1,2,1,0,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,6.708
0.22,1,3,3,0,0,1,1,1,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,6.782
1.1,0,1,5,1,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.557
0.63,1,1,1,1,0,1,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,5.657
0.8,1,3,5,0,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,7.746
2.21,1,2,4,0,1,1,1,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,4.472
1.61,1,1,2,0,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.164
0.34,1,3,2,1,0,1,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,4.243
2.0,1,2,3,0,1,1,0,1,0,0,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,4.583
0.6,1,1,4,0,0,0,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.477
1.78,1,1,5,1,0,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,7.937
1.24,1,2,4,0,1,1,1,0,0,0,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,4.359
1.14,1,2,5,0,1,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.481
0.39,1,2,5,1,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.292
0.64,0,2,3,0,0,1,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,5.477
0.22,1,3,4,0,1,1,1,1,0,0,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,5.477
0.62,0,3,5,1,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,5.831
2.42,1,1,5,0,1,1,0,0,0,1,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.099
1.4,1,2,4,1,0,0,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.69
1.56,1,1,1,0,0,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,7.416
2.42,1,1,5,1,1,1,1,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,8.602
0.74,0,1,5,0,1,1,1,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.583
0.5,0,1,1,0,0,1,0,1,0,0,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,5.916
1.42,0,1,5,0,1,1,0,0,0,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,6.481
0.25,1,3,3,1,0,0,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,5.916
0.94,0,1,1,1,0,0,0,1,1,1,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,5.292
0.43,0,1,3,0,1,1,0,0,1,1,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,7.071
1.18,1,2,3,0,0,1,1,1,0,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,4.583
1.85,0,1,2,1,1,0,0,0,1,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.243
1.08,1,2,3,0,0,1,0,1,0,0,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,5.916
0.38,1,2,5,0,0,1,1,0,0,0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,4.359
0.93,1,2,5,1,1,1,0,0,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.123
0.97,1,2,4,1,1,1,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,4.69
1.43,1,1,4,0,0,1,0,0,0,1,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,8.062
