wgt,gender,ed_lvl,income_q,employed,rural,account,savings,loans,wages,transfers,pension,agri_sale,utilities,remittances,mobile,internet,age_sqrt
0.62,0,0.5,0.5,1,1,1,0,0,1,1,1,1,1,1,0,1,0.2326232808881239
1.34,1,0.0,0.5,0,1,1,1,0,1,1,1,1,1,1,0,0,0.02621703116207852
0.78,0,0.5,0.0,1,0,1,0,0,1,1,1,1,1,1,0,1,0.07629958542132087
1.28,0,0.0,0.0,1,0,1,0,1,1,1,1,1,0,1,1,1,0.2326232808881239
1.19,1,0.0,0.75,0,0,1,1,0,1,1,1,1,0,1,0,1,0.7994079677421027
1.39,1,0.0,0.0,0,0,1,0,1,1,1,1,1,1,1,0,0,0.12366884299436665
0.74,1,0.5,0.0,0,1,1,0,1,0,0,1,1,1,0,0,1,0.48959864865397007
0.41,1,0.5,1.0,0,1,1,0,0,1,1,1,1,1,1,0,1,0.5852072483626012
2.42,1,0.0,0.5,0,1,1,0,0,1,1,1,1,1,1,1,1,0.07629958542132087
0.22,1,1.0,0.0,0,0,1,0,1,1,1,1,1,1,1,0,1,0.1687231588989907
0.75,0,0.5,0.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0.02621703116207852
0.75,0,0.0,1.0,0,0,1,1,1,1,1,1,1,0,1,0,1,0.6005073284792961
0.9,1,0.5,1.0,0,1,1,1,1,1,1,1,1,1,1,0,0,0.5852072483626012
1.13,0,0.5,0.5,1,0,1,0,0,1,1,1,1,1,1,1,1,0.12366884299436665
1.25,1,0.0,0.5,0,1,1,1,1,1,1,1,1,0,0,0,1,0.47296560836944224
1.27,0,0.0,0.25,1,0,1,0,0,1,0,0,1,1,1,1,1,0.9275106159838182
0.95,0,0.0,0.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0.703252212097784
1.13,0,0.0,0.75,0,0,1,0,1,1,1,1,1,0,1,0,1,0.36820210314246227
1.64,1,0.5,1.0,0,1,1,1,1,1,1,1,1,1,1,0,0,0.29279124390711675
1.62,0,0.5,1.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0.1904816313028227
0.96,1,0.5,1.0,0,1,1,0,0,0,1,1,1,0,0,0,0,0.1687231588989907
0.89,1,1.0,1.0,1,1,0,0,0,1,1,1,1,1,1,0,1,0.2326232808881239
1.03,0,1.0,0.75,0,1,1,0,0,1,1,1,1,1,1,0,0,0.2326232808881239
0.78,1,0.0,0.75,0,1,1,1,1,1,1,1,1,0,0,0,0,0.21177201535847945
0.74,0,0.0,0.0,1,0,1,0,1,1,1,1,1,1,1,0,0,0.42170787336756455
0.84,1,0.5,1.0,0,0,1,0,0,1,1,1,1,1,1,0,0,0.2326232808881239
0.97,1,0.5,0.75,1,1,1,0,0,1,1,1,1,1,1,0,0,0.12366884299436665
0.84,1,0.5,1.0,0,1,1,0,0,1,1,1,1,1,1,0,0,0.2326232808881239
1.88,1,0.0,0.75,0,0,1,1,1,1,1,1,0,1,1,0,0,0.7860285196746162
1.0,0,0.0,0.0,1,0,0,0,0,1,1,1,1,1,1,0,1,0.42170787336756455
2.07,0,0.0,0.0,1,0,1,0,0,1,0,0,1,1,0,1,1,0.9275106159838182
0.72,0,0.0,0.25,1,1,1,1,1,1,1,1,1,0,1,1,1,0.29279124390711675
1.67,0,0.0,0.5,1,0,0,0,0,1,1,1,1,1,1,0,1,0.1687231588989907
0.87,1,1.0,1.0,0,0,1,1,1,1,1,1,1,1,1,0,0,0.2731103668336776
1.27,1,0.5,0.75,0,1,0,0,0,1,1,1,1,1,1,0,0,0.1687231588989907
1.69,0,0.0,0.0,1,0,0,0,0,1,1,1,1,1,1,1,1,0.8646924184089513
2.42,0,0.0,0.0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.0
0.22,1,1.0,0.75,1,1,0,0,0,1,1,1,1,1,1,0,1,0.1687231588989907
0.9,1,0.5,1.0,0,1,1,0,0,1,1,1,1,0,0,0,0,0.21177201535847945
1.28,0,0.0,0.0,0,0,1,1,1,1,1,1,1,1,1,0,1,0.5852072483626012
0.75,1,0.5,0.0,1,0,1,0,1,0,1,1,1,0,1,0,0,0.02621703116207852
0.78,0,0.5,0.75,1,0,1,0,0,1,1,1,1,1,1,0,1,0.10029601612894867
0.34,1,1.0,1.0,0,0,1,0,1,0,1,1,1,1,1,0,0,0.25306152733850773
1.23,0,0.0,0.0,0,0,1,0,1,0,0,1,1,1,1,1,1,0.5852072483626012
1.05,0,0.0,0.5,0,1,1,0,0,1,1,1,1,1,1,0,1,0.42170787336756455
0.45,0,0.0,1.0,0,1,1,0,1,1,1,1,1,1,1,0,1,0.33112562210789265
0.85,1,0.5,1.0,0,1,1,0,1,1,1,1,1,0,0,0,0,0.2326232808881239
0.91,0,0.5,0.75,0,0,1,1,1,0,1,1,1,0,0,0,0,0.48959864865397007
0.57,1,0.0,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.5852072483626012
0.78,0,0.0,1.0,1,0,1,0,1,1,1,1,1,1,0,0,1,0.6601046208636034
0.97,1,0.5,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.12366884299436665
1.12,1,0.0,0.5,1,0,1,0,1,1,1,1,1,1,1,0,1,0.6746274918803921
1.72,0,0.5,0.25,1,0,1,0,0,1,1,1,1,0,1,0,0,0.1904816313028227
1.12,0,0.5,1.0,1,1,1,1,0,1,1,1,1,1,1,0,0,0.1904816313028227
0.93,0,1.0,1.0,0,1,1,1,1,0,1,1,1,0,0,0,0,0.6306164783589376
0.56,1,0.5,0.25,0,0,1,0,1,1,1,1,1,0,1,0,1,0.5060197771135149
0.59,1,1.0,1.0,0,1,1,1,0,0,1,1,1,1,1,0,0,0.42170787336756455
1.32,1,0.5,0.75,1,1,1,1,1,1,1,0,1,1,0,1,1,0.9026615710740995
0.22,1,0.5,0.75,1,0,1,0,1,1,0,1,0,0,0,0,1,0.7313417492032841
1.69,0,0.0,0.0,0,0,1,1,1,1,1,1,1,0,0,0,1,0.25306152733850773
2.42,0,0.0,0.25,0,0,1,0,0,1,1,1,1,0,1,0,1,0.47296560836944224
1.3,0,0.0,0.25,0,0,1,1,0,1,1,1,0,0,0,0,1,0.2326232808881239
0.73,1,0.5,0.0,0,0,1,1,0,1,1,1,1,0,1,0,1,0.5060197771135149
2.42,0,0.0,0.5,1,0,1,1,0,0,1,1,1,0,0,0,1,0.21177201535847945
0.56,1,0.5,0.75,0,0,1,0,1,1,1,1,1,0,1,1,1,0.21177201535847945
0.59,1,1.0,1.0,0,1,1,1,1,1,1,1,1,1,0,0,0,0.47296560836944224
1.03,1,0.5,1.0,1,1,1,0,1,1,1,1,1,1,0,0,0,0.7451949701854257
0.47,0,0.5,0.5,1,1,1,1,0,1,1,1,1,1,1,0,0,0.47296560836944224
0.4,1,0.5,0.0,0,0,1,0,1,0,1,1,0,0,1,0,1,0.14646429553945794
0.29,1,0.5,0.0,0,0,1,1,1,0,1,1,1,1,1,0,1,0.5060197771135149
1.62,1,0.0,0.5,0,0,1,0,0,1,1,1,1,1,1,1,1,0.29279124390711675
0.94,0,0.0,0.75,0,0,0,0,0,1,1,1,1,1,1,0,1,0.7860285196746162
0.58,1,0.5,1.0,0,1,1,0,1,1,1,1,1,1,1,0,0,0.2731103668336776
0.86,0,0.0,0.25,1,0,1,0,0,0,1,1,1,1,1,0,1,0.5852072483626012
1.84,0,0.0,0.25,0,0,1,0,0,1,1,1,1,0,1,1,1,0.5060197771135149
1.24,1,0.5,1.0,1,1,1,0,0,1,1,1,1,1,1,0,0,0.07629958542132087
1.98,0,0.0,0.25,0,0,1,0,1,1,0,1,1,1,1,1,1,0.12366884299436665
1.35,1,0.5,0.75,0,1,1,0,0,1,1,1,1,1,1,0,1,0.6601046208636034
1.84,0,0.0,1.0,0,1,1,0,0,0,0,1,1,1,0,0,0,0.33112562210789265
1.21,1,0.0,1.0,0,1,1,0,1,1,0,1,1,1,1,0,1,0.6601046208636034
0.76,0,0.0,0.25,0,0,1,0,1,1,0,1,1,1,1,0,1,0.5060197771135149
1.08,1,0.5,1.0,0,1,1,1,1,1,1,1,1,1,1,0,0,0.5540883258681659
0.58,1,0.0,0.25,0,1,1,1,0,1,1,1,1,1,1,1,1,0.6601046208636034
1.15,1,0.5,0.0,1,0,1,1,1,1,0,1,1,1,1,0,0,0.12366884299436665
0.27,1,0.5,0.75,1,0,1,0,1,1,1,1,1,0,0,0,1,0.6005073284792961
0.64,0,0.5,0.5,1,0,1,1,1,1,1,1,1,0,0,0,0,0.2731103668336776
0.75,0,0.0,0.75,0,0,1,1,0,1,1,0,1,1,1,0,1,0.42170787336756455
1.52,1,0.0,0.5,1,1,1,1,1,0,0,0,1,1,0,0,1,0.8646924184089513
0.62,0,0.0,0.25,0,1,1,0,0,1,1,1,1,1,1,0,1,0.4041369452058934
0.5,0,0.0,0.0,1,0,0,0,0,1,1,1,1,1,1,1,1,0.42170787336756455
1.24,0,0.5,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0.38630566444613734
2.42,0,0.0,0.25,0,1,1,0,1,1,1,1,1,0,1,1,1,0.7994079677421027
0.71,1,0.0,0.75,1,0,1,0,1,1,1,1,0,0,1,1,1,0.6601046208636034
0.31,0,0.0,0.75,1,0,0,0,0,1,1,1,1,0,0,1,1,0.6601046208636034
1.31,1,0.5,0.25,0,1,1,0,1,1,0,1,1,1,0,1,1,0.07629958542132087
0.54,1,0.5,0.5,1,0,1,0,1,0,1,1,1,0,1,0,0,0.2326232808881239
0.22,1,1.0,0.75,0,0,1,1,0,0,1,1,1,0,0,0,0,0.2731103668336776
1.18,1,1.0,1.0,0,1,1,0,0,1,1,1,1,0,1,0,0,0.14646429553945794
0.65,1,0.0,1.0,0,0,1,0,1,1,1,1,0,1,1,0,1,0.47296560836944224
1.06,1,0.0,0.25,1,1,1,0,1,1,1,1,0,1,0,1,1,0.758925044094688
1.38,1,0.0,0.25,0,0,0,1,0,0,1,1,1,1,1,1,1,0.6306164783589376
0.94,0,0.0,0.5,0,0,1,0,0,1,1,1,1,0,1,0,0,0.33112562210789265
0.68,1,0.5,1.0,0,0,0,0,1,0,1,1,1,0,0,0,0,0.2731103668336776
0.64,0,0.0,0.0,1,0,1,1,1,0,1,1,0,1,1,1,1,0.25306152733850773
0.43,1,0.0,0.5,0,0,1,0,0,1,1,1,1,1,1,1,1,0.5852072483626012
0.34,0,0.5,0.0,1,0,1,0,1,1,1,1,1,0,0,0,1,0.3121237042552123
0.68,0,0.0,1.0,0,1,1,0,1,0,1,1,1,1,1,0,1,0.33112562210789265
1.42,1,0.0,0.25,1,0,0,0,0,1,1,1,1,1,1,1,1,0.33112562210789265
2.42,0,0.0,0.0,1,0,1,0,1,1,0,1,1,1,1,0,0,0.33112562210789265
1.1,0,0.5,0.0,1,1,1,0,0,1,1,1,1,1,1,0,1,0.07629958542132087
0.45,1,0.5,0.75,0,1,1,0,0,1,1,1,1,1,1,0,1,0.42170787336756455
1.0,1,0.0,0.0,0,0,1,0,0,1,0,0,1,1,1,1,1,0.05162680166599842
1.94,1,0.0,0.75,0,0,1,0,0,1,0,0,1,1,1,0,0,0.6601046208636034
0.58,0,0.5,0.75,1,0,0,0,0,1,1,1,1,1,1,0,0,0.12366884299436665
2.42,1,0.5,1.0,0,1,0,0,0,1,1,1,1,1,1,0,0,0.42170787336756455
0.42,0,1.0,0.75,1,0,1,0,1,1,1,1,1,1,1,0,0,0.21177201535847945
0.22,0,0.5,0.75,0,0,1,1,1,1,0,1,1,0,0,0,0,0.2731103668336776
0.97,1,0.5,1.0,1,1,0,0,0,1,1,1,1,1,1,0,0,0.0
1.73,0,0.0,0.0,0,0,0,0,0,1,1,1,1,1,1,0,1,0.2731103668336776
0.51,1,1.0,0.75,1,0,1,1,1,1,0,1,1,1,1,0,0,0.07629958542132087
0.52,0,0.5,0.0,0,1,1,0,1,1,1,1,1,0,0,0,1,0.45611223411086277
0.87,0,0.0,0.5,1,0,1,0,0,1,1,1,1,1,1,1,1,0.2326232808881239
2.01,1,0.0,0.5,1,1,1,1,0,0,1,1,0,0,0,0,0,0.1687231588989907
0.49,0,0.0,0.75,0,1,1,1,1,0,1,1,1,0,0,1,1,0.6601046208636034
1.19,0,0.0,0.5,1,1,0,0,0,1,1,1,1,1,1,0,1,0.12366884299436665
0.9,1,1.0,0.0,0,1,1,1,1,1,1,1,1,0,0,0,0,0.12366884299436665
1.43,0,0.0,0.25,1,1,1,0,1,1,0,1,1,1,1,1,1,0.9151311116876926
0.41,0,0.5,0.25,1,0,1,0,0,1,1,1,1,1,1,0,1,0.33112562210789265
1.75,1,0.0,0.0,1,0,1,0,1,1,1,1,1,1,0,1,1,0.976165729551767
0.29,0,0.5,1.0,1,0,0,0,1,1,1,1,1,1,1,0,0,0.45611223411086277
0.82,0,0.5,0.5,1,0,1,0,1,1,1,1,1,1,1,0,1,0.33112562210789265
0.96,1,0.0,0.5,0,1,1,1,1,1,1,1,1,1,1,0,1,0.5060197771135149
1.22,1,0.0,0.75,1,1,0,0,0,1,1,1,1,1,1,0,1,0.6601046208636034
0.73,0,1.0,0.25,0,1,1,0,1,1,1,1,1,0,1,0,0,0.2326232808881239
1.89,0,0.0,0.25,1,0,1,0,0,1,0,1,1,0,1,1,1,0.6306164783589376
2.03,1,0.0,1.0,0,1,1,0,0,1,1,0,1,0,1,0,1,0.8646924184089513
0.54,0,0.5,1.0,0,0,1,0,1,1,1,1,1,0,1,0,1,0.569736201709276
1.21,0,0.0,0.5,1,0,0,0,0,1,1,1,1,1,1,0,1,0.36820210314246227
0.53,1,0.5,1.0,0,1,1,1,1,1,1,1,1,1,0,0,1,0.36820210314246227
0.64,1,0.0,1.0,0,0,1,0,0,0,0,0,1,0,1,0,1,0.7173620069087707
2.42,0,0.0,0.25,1,1,1,0,0,1,1,1,1,1,1,1,1,0.29279124390711675
1.18,1,0.5,0.0,1,0,0,0,1,1,1,1,1,1,1,0,1,0.05162680166599842
2.1,0,0.0,0.25,1,0,1,1,0,1,1,1,0,0,1,1,1,0.7313417492032841
0.9,0,0.0,0.5,1,1,1,0,0,1,1,1,1,1,1,1,1,0.7994079677421027
1.16,1,0.0,0.75,0,1,1,1,1,1,1,1,1,1,1,0,0,0.5852072483626012
0.22,1,0.5,0.0,0,0,1,0,1,1,1,1,1,1,1,0,0,0.6005073284792961
0.83,0,0.5,0.5,1,0,0,0,0,1,1,1,1,1,1,1,1,0.3121237042552123
0.4,1,1.0,1.0,1,1,0,0,0,1,1,1,1,1,1,0,0,0.12366884299436665
0.71,1,0.0,1.0,0,1,0,0,0,1,1,1,1,1,1,0,1,0.42170787336756455
0.24,1,0.5,0.75,0,0,1,1,0,1,1,1,1,0,0,0,1,0.6005073284792961
1.34,1,0.5,0.25,0,1,1,0,1,0,0,1,0,0,0,0,0,0.38630566444613734
1.25,1,0.0,0.5,1,0,1,0,0,1,1,1,1,1,1,1,1,0.758925044094688
1.34,0,0.0,0.25,1,0,0,0,0,1,1,1,1,1,1,1,1,0.0
0.34,1,0.5,0.0,0,0,1,0,1,0,1,1,1,1,0,0,1,0.1904816313028227
0.22,1,1.0,1.0,0,1,1,0,0,1,1,1,0,1,1,0,0,0.2326232808881239
0.3,1,1.0,1.0,1,1,1,0,1,1,1,1,1,1,0,0,0,0.5060197771135149
1.31,0,0.0,1.0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.7994079677421027
0.94,1,0.5,0.5,1,0,1,0,0,1,1,1,1,1,1,0,1,0.5060197771135149
1.07,0,1.0,1.0,1,1,1,0,0,1,1,1,1,1,0,0,0,0.29279124390711675
0.22,1,1.0,0.25,0,0,1,0,1,0,1,1,1,1,1,0,1,0.1687231588989907
0.33,1,0.5,0.25,0,0,1,0,0,1,1,1,1,1,1,0,1,0.2326232808881239
0.46,0,0.0,0.75,1,0,0,0,0,0,1,1,0,0,1,0,1,0.6601046208636034
1.28,0,0.5,1.0,1,1,1,1,1,0,0,1,1,0,0,0,0,0.07629958542132087
1.32,0,0.0,0.75,1,1,1,0,0,1,1,1,1,1,1,0,1,0.25306152733850773
0.92,0,0.0,0.0,1,0,1,0,0,1,1,0,1,0,1,1,1,0.8646924184089513
0.78,1,0.0,0.5,0,0,0,0,0,0,1,1,1,1,1,1,1,0.5852072483626012
1.38,1,0.0,0.5,1,0,0,0,0,1,1,1,1,1,1,1,1,0.02621703116207852
1.04,0,0.5,1.0,1,1,1,0,1,1,1,1,1,0,1,0,0,0.6890086661848598
0.62,0,0.5,0.0,0,0,1,1,0,0,1,1,1,0,1,0,1,0.21177201535847945
1.39,0,0.0,0.75,1,0,1,1,0,1,1,1,1,0,1,0,0,0.0
0.72,1,0.0,0.75,0,0,1,0,1,1,1,1,1,1,1,0,0,0.29279124390711675
1.21,0,0.0,0.25,0,1,1,1,1,1,0,1,1,1,1,1,1,0.6746274918803921
0.36,1,1.0,1.0,1,0,1,1,1,0,1,1,1,0,1,0,0,0.2326232808881239
1.96,0,0.0,0.25,0,0,0,0,1,1,1,1,1,1,1,1,1,0.2326232808881239
1.51,1,0.5,1.0,1,0,1,0,0,1,1,1,1,1,1,0,0,0.07629958542132087
0.69,1,1.0,0.5,0,0,1,0,1,1,0,1,1,0,1,0,1,0.34981339374796616
0.53,1,0.5,0.5,0,1,1,0,1,0,0,1,1,0,1,0,1,0.33112562210789265
0.94,1,0.0,0.25,0,0,1,0,1,1,1,1,1,1,0,1,1,0.47296560836944224
0.95,1,0.0,0.0,1,0,0,0,0,1,1,1,1,1,1,1,1,0.7994079677421027
2.42,1,0.0,0.25,1,0,0,0,0,1,1,1,1,1,1,0,0,0.07629958542132087
1.19,0,0.0,1.0,0,1,1,0,0,1,1,1,1,1,1,0,1,0.758925044094688
0.97,1,0.0,0.5,0,0,1,0,1,1,1,1,1,1,1,0,0,0.36820210314246227
0.22,0,1.0,0.25,1,0,1,0,1,1,1,1,1,1,1,0,1,0.42170787336756455
1.55,1,0.0,1.0,0,1,1,1,0,1,1,1,1,1,1,0,1,0.6890086661848598
0.67,0,0.0,0.0,1,0,1,0,1,0,1,1,1,1,0,0,1,0.14646429553945794
1.19,0,0.0,1.0,1,1,0,0,0,1,1,1,1,0,1,0,0,0.8646924184089513
0.22,1,1.0,0.5,0,0,1,0,0,1,0,1,1,1,1,0,1,0.7725351978037429
0.92,0,0.0,1.0,1,1,0,0,0,1,1,1,1,1,1,0,0,0.4041369452058934
0.22,1,0.5,0.0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.4041369452058934
0.24,0,0.5,1.0,0,0,1,1,0,1,1,1,1,1,0,0,0,0.5540883258681659
0.36,1,0.5,1.0,1,0,1,0,0,1,1,1,1,1,1,0,0,0.34981339374796616
1.1,1,0.0,0.5,0,1,1,0,0,1,1,1,1,1,1,0,0,0.02621703116207852
1.52,0,0.0,0.0,1,0,1,0,1,1,1,1,1,1,1,0,1,0.33112562210789265
0.6,0,0.0,1.0,1,0,0,0,1,1,1,1,1,1,1,1,1,0.6306164783589376
0.35,0,0.5,0.0,0,1,1,0,1,1,1,1,1,1,1,1,1,0.5852072483626012
0.33,0,1.0,0.0,1,0,1,0,1,1,1,1,1,1,1,0,1,0.12366884299436665
0.73,1,0.0,0.25,1,0,0,0,1,1,0,1,1,0,1,1,1,0.25306152733850773
0.82,1,0.5,1.0,0,1,1,1,1,0,1,1,1,0,0,0,0,0.42170787336756455
1.78,1,0.0,1.0,0,1,1,0,1,0,1,1,1,1,0,0,1,0.7313417492032841
0.84,0,0.0,0.25,1,0,1,0,0,1,0,0,1,1,1,0,1,0.8646924184089513
2.22,0,0.0,0.75,0,1,1,1,1,0,0,1,1,1,1,1,1,0.48959864865397007
0.48,1,0.5,0.75,0,1,1,0,0,1,1,1,1,1,1,1,1,0.42170787336756455
1.09,1,0.0,0.0,1,0,1,1,1,1,1,1,1,0,1,0,1,0.42170787336756455
0.69,0,0.5,0.25,1,1,1,0,1,1,1,1,1,1,1,0,0,0.5060197771135149
1.92,1,0.0,0.5,0,1,1,0,0,0,1,1,0,0,1,0,1,0.5382574152632154
0.83,1,0.0,0.5,1,1,1,0,1,1,1,1,1,1,0,0,1,0.33112562210789265
0.25,1,1.0,0.5,0,1,1,0,0,1,1,1,1,0,1,0,0,0.7313417492032841
0.81,1,0.5,0.5,0,1,1,0,0,1,1,1,0,0,1,0,1,0.8388908497317262
0.72,0,0.0,0.25,1,0,1,0,0,1,1,1,1,1,1,1,1,0.5852072483626012
1.22,0,0.5,0.25,1,1,0,0,0,1,1,1,1,1,1,1,1,0.0
0.92,0,0.0,0.0,1,0,1,0,1,1,1,1,1,1,1,0,1,0.5060197771135149
1.15,0,0.0,0.5,1,0,0,0,0,1,1,1,1,1,1,1,1,0.5382574152632154
0.59,0,0.0,0.0,0,0,1,0,1,1,1,1,1,1,0,0,1,0.33112562210789265
0.59,0,0.0,0.25,1,0,1,0,0,1,1,1,1,0,1,0,1,0.2731103668336776
0.58,1,0.5,1.0,0,1,0,0,0,1,1,1,1,1,1,0,0,0.12366884299436665
0.92,0,0.5,0.5,1,0,1,0,0,1,1,1,1,1,1,1,1,0.0
0.62,1,0.5,0.5,0,1,1,0,0,0,1,1,1,1,1,0,1,0.7313417492032841
1.22,0,0.5,0.0,0,1,1,0,0,1,1,1,1,0,1,0,1,0.05162680166599842
0.5,1,0.0,0.5,0,0,1,0,1,0,1,1,1,1,0,0,1,0.5060197771135149
0.39,0,0.5,1.0,1,0,1,1,0,1,1,0,1,0,1,0,0,0.7725351978037429
0.69,0,0.5,0.25,1,0,1,0,1,1,0,1,0,1,1,0,0,0.0
0.31,1,0.5,0.25,1,0,1,0,0,1,1,1,1,0,0,0,1,0.569736201709276
2.11,0,0.0,0.5,0,0,1,0,1,1,1,1,1,1,0,0,1,0.7313417492032841
2.38,0,0.0,0.5,0,1,0,0,0,1,1,1,1,0,1,1,1,0.2326232808881239
1.07,0,0.0,0.5,1,1,1,0,0,1,1,1,1,1,1,0,1,0.6601046208636034
0.55,1,0.5,0.5,0,0,1,0,1,1,0,1,0,0,1,0,1,0.6746274918803921
0.62,0,0.0,0.0,1,0,1,1,1,1,1,1,1,0,1,0,1,0.7313417492032841
0.75,1,0.5,0.75,0,1,1,1,0,1,1,1,1,0,1,0,0,0.5852072483626012
2.42,1,0.0,0.0,0,0,1,1,0,1,1,1,1,0,1,0,1,0.42170787336756455
1.79,0,0.0,0.0,1,0,1,0,1,1,1,1,1,0,1,1,1,0.7994079677421027
0.41,0,0.5,0.25,1,0,1,0,0,1,1,1,1,1,1,1,1,0.25306152733850773
0.82,0,0.5,1.0,0,1,1,1,1,0,0,1,1,0,1,0,0,0.5382574152632154
1.72,1,0.5,0.5,0,0,1,0,1,1,1,1,1,1,0,0,0,0.10029601612894867
0.29,1,1.0,0.75,1,0,1,1,0,1,1,1,1,1,1,0,0,0.21177201535847945
0.66,1,0.5,0.75,0,0,0,0,0,1,1,1,1,1,1,0,1,0.7994079677421027
0.36,1,0.5,1.0,0,0,1,0,1,1,1,1,1,0,1,0,0,0.36820210314246227
0.54,1,0.0,0.5,0,0,1,0,0,1,0,1,1,0,1,1,1,0.48959864865397007
1.39,1,0.0,0.0,0,0,1,0,1,1,1,1,1,1,1,0,1,0.5060197771135149
0.22,0,0.5,0.0,0,0,1,0,1,1,1,1,1,0,1,0,1,0.5852072483626012
0.36,0,0.5,1.0,0,1,1,1,1,1,1,0,1,1,0,0,0,0.14646429553945794
1.3,0,0.0,0.0,1,0,1,0,0,0,1,1,0,1,1,1,1,0.33112562210789265
1.13,1,0.5,0.75,1,1,1,0,0,1,0,1,1,1,1,0,0,0.07629958542132087
0.63,1,0.5,1.0,0,1,1,0,1,1,1,0,1,1,1,0,1,0.5852072483626012
0.81,1,0.0,1.0,0,0,1,0,0,1,1,1,1,1,0,0,0,0.5382574152632154
1.19,0,1.0,1.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0.2326232808881239
0.79,1,0.5,0.25,0,0,1,1,0,1,1,1,0,0,1,0,0,0.4041369452058934
1.57,1,0.0,0.75,1,1,1,0,1,1,0,1,1,1,1,0,1,0.6601046208636034
1.16,0,0.0,0.75,1,1,0,0,0,1,1,1,1,1,1,1,1,0.5222368926363552
0.63,0,0.0,0.5,1,1,1,0,0,1,1,1,1,1,1,0,1,0.42170787336756455
1.03,1,0.0,0.5,1,1,0,0,0,1,1,1,1,1,1,0,0,0.02621703116207852
1.13,1,0.0,0.5,1,0,1,1,0,1,1,1,1,0,1,1,1,0.7994079677421027
0.99,1,0.5,0.0,1,1,1,0,0,1,1,1,1,1,1,0,0,0.4041369452058934
0.48,0,0.0,0.5,0,0,1,0,1,0,1,1,0,1,1,0,1,0.6601046208636034
0.32,1,1.0,0.75,0,0,0,0,0,0,1,1,1,1,1,0,1,0.43902953061416916
1.72,0,0.0,0.75,0,0,1,0,1,1,0,0,1,1,1,1,1,0.5852072483626012
0.35,1,0.5,0.25,1,0,1,1,1,1,1,1,0,0,1,0,1,0.48959864865397007
1.13,0,0.0,1.0,0,1,1,1,1,1,1,1,1,0,1,0,1,0.4041369452058934
0.24,0,0.5,0.0,0,0,1,1,1,1,1,1,1,1,0,0,1,0.6890086661848598
0.33,1,0.5,0.75,0,0,0,0,1,0,1,1,1,1,0,0,0,0.12366884299436665
0.92,0,0.0,0.25,0,0,0,0,1,1,1,1,1,1,1,1,1,0.5060197771135149
0.49,0,0.0,0.25,1,1,1,0,1,0,0,0,1,0,0,0,1,0.703252212097784
0.91,0,0.0,0.75,1,1,1,0,1,1,1,1,1,1,1,0,0,0.2326232808881239
0.96,0,0.0,0.25,1,1,1,0,1,1,1,1,1,1,0,1,1,0.6601046208636034
0.41,1,0.5,1.0,0,0,1,1,1,1,1,1,0,1,1,0,0,0.12366884299436665
1.25,1,0.0,0.75,1,0,1,0,1,1,1,1,1,1,0,0,1,0.42170787336756455
1.38,0,0.0,0.25,0,0,1,0,0,1,1,1,1,0,1,1,1,0.42170787336756455
0.86,0,0.0,0.0,1,1,1,0,1,0,1,1,1,1,1,0,1,0.6601046208636034
1.65,0,0.0,0.0,1,1,0,0,0,1,1,1,1,1,1,0,1,0.2326232808881239
0.43,0,0.0,0.25,0,0,1,0,1,1,1,1,1,1,1,0,1,0.6601046208636034
0.22,1,0.5,0.5,0,0,1,0,1,0,1,1,1,0,0,0,0,0.3121237042552123
1.83,0,0.0,0.5,1,1,1,1,0,1,1,1,0,0,1,1,1,0.5852072483626012
0.27,0,0.5,0.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0.07629958542132087
0.81,1,0.5,0.0,1,0,1,0,0,1,1,1,1,1,1,0,0,0.0
0.22,1,1.0,1.0,0,1,0,0,1,1,1,1,1,1,1,0,1,0.42170787336756455
0.96,0,0.5,1.0,0,1,1,1,0,1,1,1,1,1,0,1,1,0.1904816313028227
0.52,1,0.0,0.5,0,1,0,1,0,1,1,1,1,1,1,1,1,0.45611223411086277
0.75,0,0.5,0.75,1,1,1,0,0,1,1,1,1,1,1,0,0,0.14646429553945794
1.63,0,0.0,0.5,1,1,0,0,0,1,1,1,1,0,1,1,1,0.1904816313028227
1.47,1,0.0,0.0,0,0,1,0,1,1,0,1,1,1,1,0,1,0.5060197771135149
0.22,0,0.5,0.25,1,0,1,1,0,1,0,1,1,0,1,0,1,0.5382574152632154
2.07,0,0.0,0.5,1,0,0,0,1,1,1,1,1,1,1,1,1,0.7994079677421027
0.4,0,0.0,0.75,0,1,1,1,1,0,1,1,1,0,1,0,0,0.47296560836944224
0.81,0,0.5,0.5,1,1,1,1,1,1,1,1,1,0,1,0,0,0.36820210314246227
1.38,0,0.0,0.25,1,0,1,0,0,1,1,0,1,1,1,1,1,0.9275106159838182
0.64,0,0.0,0.75,1,0,1,0,1,1,1,1,1,1,1,0,1,0.5852072483626012
