wgt,gender,ed_lvl,income_q,employed,rural,account,savings,loans,wages,transfers,pension,agri_sale,utilities,remittances,mobile,internet,age_sqrt
1.47,1,0.0,0.0,0,0,1,0,1,0,0,1,1,0,1,1,1,0.2326232808881239
1.76,1,0.0,0.0,0,1,1,0,1,0,0,1,1,1,0,0,1,0.33112562210789265
1.67,1,0.0,0.75,1,0,0,0,0,1,1,1,1,1,1,1,1,0.02621703116207852
0.72,1,1.0,1.0,0,1,1,1,1,0,1,1,1,0,0,0,0,0.38630566444613734
0.5,1,0.5,0.75,0,0,1,0,1,1,1,1,1,0,1,0,1,0.7451949701854257
1.11,0,0.0,0.0,1,0,1,0,0,1,0,1,1,1,1,0,1,0.47296560836944224
1.03,1,0.0,0.75,1,0,0,0,1,1,1,1,0,1,0,0,0,0.12366884299436665
0.78,0,0.0,0.25,0,0,1,0,0,1,1,1,1,0,1,0,1,0.5852072483626012
2.42,1,0.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0.21177201535847945
1.22,0,0.5,1.0,0,1,1,1,1,0,1,1,1,1,0,0,0,0.45611223411086277
0.48,0,0.0,0.0,1,0,1,0,0,1,0,1,1,1,1,1,1,0.6306164783589376
0.59,1,1.0,1.0,1,1,1,1,0,1,1,1,1,1,1,0,0,0.29279124390711675
1.59,0,0.0,0.5,1,1,1,0,1,1,1,1,1,0,1,1,1,0.36820210314246227
0.84,1,0.0,0.0,0,1,1,0,1,1,1,1,1,0,1,1,1,0.9275106159838182
1.07,0,0.0,0.5,0,1,0,0,0,1,1,1,1,1,1,1,1,0.42170787336756455
0.6,1,0.0,0.75,1,0,1,0,0,1,1,1,1,1,1,0,1,0.33112562210789265
0.72,0,0.0,0.25,1,1,1,0,0,1,1,1,0,1,1,1,1,0.7725351978037429
1.1,0,0.0,0.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0.33112562210789265
0.46,0,0.5,1.0,1,1,1,0,0,1,1,1,1,1,1,0,0,0.33112562210789265
0.22,1,1.0,1.0,0,0,1,1,1,1,1,1,1,1,0,0,0,0.38630566444613734
0.59,0,0.0,0.5,1,0,0,0,1,1,1,1,1,0,1,1,1,0.33112562210789265
0.22,1,1.0,0.0,0,0,0,0,1,1,1,1,0,1,1,0,1,0.6601046208636034
0.33,1,0.5,0.5,0,0,1,0,1,0,1,1,1,0,1,0,0,0.14646429553945794
0.35,1,1.0,1.0,1,1,1,0,0,0,1,1,1,1,0,0,0,0.43902953061416916
1.25,1,0.0,0.5,1,0,1,0,1,1,1,1,1,1,1,1,1,0.07629958542132087
1.12,1,0.5,0.75,1,0,0,0,1,1,1,1,1,1,1,1,1,0.2326232808881239
0.51,1,1.0,0.75,0,0,1,1,1,1,1,1,1,0,0,0,0,0.21177201535847945
1.06,1,0.0,0.75,1,1,0,0,0,1,1,1,1,1,1,1,1,0.758925044094688
0.36,0,0.5,1.0,1,1,0,0,0,1,1,1,1,1,1,0,1,0.5060197771135149
0.84,0,0.0,0.75,1,0,1,0,0,1,1,1,1,1,1,0,0,0.12366884299436665
0.85,1,0.0,0.75,0,1,1,0,0,1,1,1,1,1,1,1,1,0.6601046208636034
0.84,1,0.0,0.5,0,1,1,0,1,1,1,1,1,0,1,0,0,0.45611223411086277
1.03,0,0.5,0.25,1,0,1,0,0,1,0,1,1,1,0,1,1,0.10029601612894867
0.36,1,0.5,0.25,0,0,1,0,1,0,1,1,1,1,1,0,0,0.7994079677421027
1.2,0,1.0,0.25,0,0,0,0,0,1,1,1,1,1,1,0,1,0.14646429553945794
0.93,0,0.0,0.25,0,0,1,1,1,1,1,1,1,1,1,1,1,0.36820210314246227
0.22,0,1.0,0.5,1,1,1,0,0,1,1,1,1,1,0,0,0,0.1904816313028227
1.69,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.5852072483626012
1.55,1,0.0,0.0,0,1,1,0,1,1,1,1,1,1,1,0,1,0.5060197771135149
0.34,0,0.5,0.25,1,0,1,0,1,1,1,1,1,1,1,1,1,0.29279124390711675
1.07,0,0.0,0.0,1,0,0,0,0,1,1,1,1,0,1,1,1,0.5852072483626012
0.56,1,0.5,0.5,0,1,0,0,0,1,1,1,1,1,1,1,1,0.12366884299436665
1.67,1,0.0,0.5,0,1,1,0,1,1,1,1,1,1,1,1,1,0.5852072483626012
1.59,1,0.5,0.5,0,0,1,1,1,1,1,1,0,0,1,0,0,0.10029601612894867
0.6,0,0.0,0.25,0,1,0,0,0,1,1,1,1,1,1,1,1,0.9275106159838182
0.55,1,1.0,0.0,0,0,1,0,0,1,1,1,1,1,1,0,0,0.1904816313028227
0.55,1,0.5,1.0,0,1,0,1,1,1,1,1,1,0,1,0,0,0.6306164783589376
0.61,1,0.5,0.75,0,0,1,0,1,1,1,1,0,1,1,0,0,0.21177201535847945
2.42,1,0.0,0.5,0,1,0,0,0,1,1,1,1,1,0,1,1,0.05162680166599842
0.61,0,1.0,1.0,0,1,1,1,0,0,1,1,1,1,0,0,0,0.42170787336756455
2.06,0,0.0,0.25,1,0,0,0,1,1,1,1,1,1,1,0,1,0.1904816313028227
1.09,0,0.5,0.5,1,1,1,0,0,1,1,0,1,1,1,0,0,0.1904816313028227
0.79,0,1.0,0.25,1,1,1,1,0,1,1,1,1,1,0,0,0,0.6601046208636034
0.29,1,0.5,1.0,0,0,0,0,0,1,1,1,1,0,1,0,0,0.42170787336756455
1.62,0,0.5,1.0,0,1,1,1,1,1,1,1,1,0,1,0,0,0.12366884299436665
0.76,0,0.0,0.75,1,0,1,0,1,1,1,1,1,0,1,0,1,0.42170787336756455
0.22,1,0.5,0.0,0,0,1,0,1,1,1,1,0,1,1,0,1,0.5852072483626012
1.56,1,0.0,0.5,0,0,0,0,0,1,1,1,1,1,1,1,1,0.7313417492032841
1.88,0,0.5,0.25,1,1,1,0,1,1,1,1,1,0,1,0,0,0.7451949701854257
0.71,0,0.0,1.0,1,0,1,0,0,1,0,1,1,1,1,0,1,0.5852072483626012
0.64,1,0.0,1.0,0,0,1,1,1,1,1,1,1,0,0,0,0,0.5852072483626012
0.22,1,0.5,0.75,0,0,1,0,0,1,1,1,1,1,1,0,1,0.6601046208636034
0.39,0,0.5,0.75,1,0,1,0,0,1,1,1,1,1,1,0,1,0.21177201535847945
0.22,1,1.0,0.5,1,0,1,1,1,1,0,1,0,0,0,0,0,0.42170787336756455
0.62,1,0.0,0.0,0,0,1,0,1,0,0,1,1,0,1,0,0,0.42170787336756455
0.45,0,0.5,1.0,1,0,1,0,0,1,1,1,1,1,1,0,0,0.12366884299436665
0.94,1,0.5,0.25,0,0,1,0,1,1,1,1,1,1,1,0,1,0.07629958542132087
0.22,0,0.5,0.5,0,0,1,0,0,1,1,1,1,1,1,0,1,0.33112562210789265
0.86,0,0.0,0.0,1,0,1,0,1,1,0,1,0,0,0,0,1,0.6601046208636034
1.51,1,0.5,1.0,0,1,1,0,0,1,1,1,1,0,1,0,0,0.12366884299436665
0.74,0,0.0,0.75,0,0,1,0,1,1,1,1,1,1,0,1,1,0.42170787336756455
1.17,0,0.0,0.5,1,0,1,0,1,1,1,1,1,1,0,1,1,0.29279124390711675
0.92,1,0.0,0.5,1,0,1,0,1,1,0,1,0,0,1,0,1,0.8646924184089513
1.24,0,0.0,0.75,1,1,0,0,0,1,1,1,1,1,1,0,0,0.12366884299436665
0.33,1,0.5,0.25,0,1,0,0,1,1,1,1,1,1,1,0,0,0.33112562210789265
0.22,0,0.5,1.0,1,0,1,0,1,1,1,1,1,1,1,0,0,0.10029601612894867
0.74,1,0.5,0.5,0,1,1,0,0,1,1,1,1,1,1,0,0,0.6601046208636034
1.25,1,0.0,0.0,1,0,1,1,1,0,1,1,1,0,1,0,1,0.5382574152632154
1.82,0,0.5,0.75,1,1,1,0,1,1,1,1,1,0,0,0,0,0.14646429553945794
1.32,1,0.5,0.25,0,1,1,0,1,1,1,1,1,0,1,0,0,0.38630566444613734
0.22,1,1.0,0.25,0,0,1,0,1,1,1,1,0,0,1,0,0,0.33112562210789265
0.75,1,0.5,0.0,0,0,0,0,0,1,0,1,1,1,1,0,1,0.07629958542132087
0.54,1,0.0,0.25,0,0,0,0,0,1,1,1,1,1,1,0,1,0.5540883258681659
0.71,0,0.0,0.5,0,1,0,1,1,1,1,1,0,1,0,0,0,0.7994079677421027
0.71,1,0.0,0.25,0,0,1,0,0,1,1,1,1,1,1,1,1,0.6601046208636034
0.26,1,1.0,1.0,0,0,1,1,0,1,1,1,1,1,1,0,0,0.42170787336756455
0.22,0,0.5,0.25,1,1,1,1,0,1,0,1,1,1,1,1,1,0.05162680166599842
1.39,1,0.0,0.75,0,0,0,0,1,1,1,1,0,1,1,0,1,0.07629958542132087
2.42,1,0.0,0.25,0,1,1,0,1,1,1,1,1,0,1,0,1,0.6601046208636034
1.78,0,0.0,1.0,0,1,1,0,0,1,1,1,1,0,1,0,1,0.21177201535847945
0.95,0,0.0,0.5,0,1,0,0,0,1,1,1,1,1,1,1,1,0.7725351978037429
0.9,0,0.0,0.25,1,0,1,1,0,1,1,0,1,1,1,0,1,0.9881225898841981
0.66,1,0.5,1.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.2326232808881239
0.74,1,0.0,0.5,0,1,1,0,1,1,1,1,1,0,1,1,1,0.43902953061416916
0.86,0,0.0,0.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0.5852072483626012
0.65,1,0.5,1.0,0,1,1,1,1,0,0,1,0,0,1,0,0,0.25306152733850773
0.22,1,1.0,1.0,1,0,0,1,0,1,1,1,1,1,1,0,0,0.6890086661848598
0.33,0,0.5,0.25,0,0,1,0,1,1,1,1,0,1,1,0,1,0.2731103668336776
0.91,1,0.0,0.75,1,1,1,0,0,1,1,1,1,1,1,1,1,0.5852072483626012
1.45,0,0.0,0.75,1,0,1,0,1,1,1,0,1,1,1,1,1,0.7725351978037429
0.55,1,0.0,0.5,0,0,0,0,1,0,1,1,1,1,0,0,1,0.569736201709276
0.77,1,0.0,1.0,1,1,1,1,1,1,1,0,1,0,1,1,1,0.5060197771135149
0.59,1,0.5,0.25,1,0,1,0,0,1,1,1,1,0,1,1,1,0.6306164783589376
0.52,1,0.5,0.75,0,1,0,0,0,1,1,1,1,0,1,0,1,0.8646924184089513
2.42,1,0.0,1.0,0,1,0,0,1,1,1,1,1,0,1,0,1,0.33112562210789265
0.86,0,0.0,0.5,1,0,1,1,1,1,1,1,1,1,1,1,1,0.5852072483626012
0.88,1,0.5,0.75,0,1,1,0,1,1,1,1,1,1,1,0,1,0.1687231588989907
1.49,1,0.0,0.25,1,1,1,0,1,1,1,1,1,0,1,1,1,0.12366884299436665
0.67,0,0.0,0.5,0,0,0,0,0,1,0,1,1,1,1,1,1,0.21177201535847945
2.42,1,0.0,0.75,1,1,1,0,0,1,1,1,1,1,1,0,1,0.10029601612894867
1.78,0,0.0,0.25,0,1,1,0,1,0,1,1,1,0,1,0,1,0.42170787336756455
1.77,1,0.0,0.0,0,0,1,0,0,1,1,1,1,0,1,1,1,0.703252212097784
0.91,0,0.5,0.25,0,0,1,0,1,0,1,1,1,0,1,1,1,0.02621703116207852
0.36,1,0.5,0.5,0,0,0,0,0,1,1,1,1,0,0,0,0,0.10029601612894867
0.92,0,0.0,0.0,1,0,1,0,1,1,1,1,1,1,1,0,1,0.5060197771135149
1.26,0,0.0,0.25,0,0,1,0,1,0,1,1,1,1,1,1,1,0.10029601612894867
1.02,0,0.0,0.0,0,0,1,0,1,1,0,1,1,1,0,1,1,0.1904816313028227
0.55,1,0.5,0.75,0,1,1,1,1,1,1,1,1,0,1,0,0,0.7451949701854257
0.24,0,0.5,0.75,1,0,1,0,0,1,1,1,1,1,1,0,0,0.05162680166599842
0.22,1,0.5,1.0,0,0,1,1,0,0,0,1,1,0,0,0,0,0.07629958542132087
0.69,1,1.0,0.75,0,1,0,1,1,0,1,1,1,0,0,0,0,0.21177201535847945
0.22,1,0.5,0.25,0,0,1,1,1,1,1,1,1,0,1,0,1,0.14646429553945794
1.59,0,0.0,0.25,1,0,1,0,0,1,1,1,1,1,1,1,1,0.9275106159838182
0.9,0,0.0,0.5,1,1,1,0,0,1,1,1,1,1,1,0,1,0.33112562210789265
2.42,0,0.0,0.0,1,0,1,0,0,1,1,0,1,0,1,0,1,0.7994079677421027
2.42,1,0.0,0.75,1,1,1,1,0,0,1,0,1,0,1,1,1,0.976165729551767
0.72,1,0.0,0.5,0,0,1,0,0,1,1,1,1,1,1,0,1,0.38630566444613734
0.43,1,0.0,0.75,1,0,0,1,0,1,1,1,1,1,1,1,1,0.6601046208636034
0.78,0,0.5,0.75,1,0,1,0,1,1,1,1,1,1,1,0,0,0.1687231588989907
0.34,1,0.5,1.0,1,0,0,1,0,1,1,1,1,0,1,0,1,0.6890086661848598
2.42,1,0.0,0.0,0,0,1,0,1,0,1,1,1,0,0,0,1,0.758925044094688
0.47,0,0.5,0.75,1,0,1,1,1,1,1,1,1,0,1,0,0,0.21177201535847945
0.88,1,0.5,1.0,0,1,1,1,1,1,1,1,1,0,0,0,0,0.1687231588989907
0.61,0,0.5,0.75,0,1,1,1,0,1,1,1,1,1,1,0,0,0.34981339374796616
2.42,1,0.0,0.5,0,1,1,0,1,1,1,1,1,0,0,0,1,0.5382574152632154
1.42,1,0.5,0.75,0,1,1,1,0,1,1,1,1,0,1,0,0,0.2326232808881239
0.53,0,0.5,0.0,1,0,1,0,1,1,1,1,1,1,0,1,1,0.05162680166599842
1.25,0,0.0,0.0,0,0,0,0,1,0,1,1,1,1,0,1,1,0.5060197771135149
0.6,0,0.0,0.5,0,1,0,0,0,1,1,1,1,1,1,1,1,0.7994079677421027
0.22,0,0.5,0.75,1,0,1,0,1,1,1,1,1,0,1,0,0,0.12366884299436665
0.35,1,1.0,1.0,0,1,1,1,1,1,1,1,1,1,0,0,0,0.2731103668336776
0.89,0,0.5,0.25,0,0,1,0,1,1,1,1,1,0,0,0,0,0.02621703116207852
0.33,0,0.5,0.0,1,0,1,0,1,1,1,1,1,1,0,1,1,0.34981339374796616
1.12,1,0.5,0.75,0,1,1,0,0,0,0,1,1,1,0,0,0,0.14646429553945794
0.55,0,0.5,1.0,0,1,1,1,1,1,0,1,1,0,1,0,0,0.6746274918803921
1.36,0,0.0,0.5,1,0,1,1,0,1,1,1,1,1,1,1,1,0.42170787336756455
2.29,0,0.0,0.5,0,0,1,0,1,1,1,1,1,0,1,1,1,0.5852072483626012
0.34,1,0.5,0.25,1,0,1,0,0,1,1,1,1,1,1,0,0,0.6601046208636034
2.42,1,0.0,0.75,0,0,1,0,1,1,0,1,1,0,0,0,0,0.10029601612894867
1.87,0,0.0,0.5,1,0,1,0,1,1,1,1,1,1,1,0,1,0.5060197771135149
0.94,0,0.5,0.0,1,1,1,0,0,1,1,1,1,1,1,0,1,0.02621703116207852
2.42,0,0.0,0.5,0,0,1,1,1,1,1,1,1,1,1,0,1,0.48959864865397007
2.11,0,0.0,0.0,0,1,0,0,0,0,0,1,1,1,1,1,1,0.1904816313028227
1.47,1,0.0,0.0,1,0,1,0,1,1,0,1,0,1,1,1,1,0.29279124390711675
1.04,0,0.0,0.5,1,1,1,1,1,0,1,1,1,1,0,0,1,0.02621703116207852
2.35,1,0.0,0.75,0,1,1,1,1,1,1,1,1,1,1,0,1,0.6306164783589376
0.68,1,0.5,1.0,0,0,1,1,1,1,1,1,0,0,0,0,0,0.12366884299436665
0.49,0,0.0,0.25,1,0,1,0,0,1,1,1,0,1,1,0,1,0.5852072483626012
0.22,1,1.0,0.5,0,0,1,1,1,0,0,1,1,0,1,0,0,0.6005073284792961
1.1,0,0.0,1.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0.5540883258681659
0.63,1,0.0,0.0,1,0,1,0,0,1,1,1,1,0,1,1,1,0.36820210314246227
0.8,1,1.0,1.0,0,1,1,0,0,1,1,1,1,1,1,0,0,0.7994079677421027
2.21,1,0.5,0.75,0,1,1,1,0,1,1,1,1,0,1,0,1,0.12366884299436665
1.61,1,0.0,0.25,0,1,0,0,0,1,1,1,1,1,1,1,1,0.47296560836944224
0.34,1,1.0,0.25,1,0,1,1,0,1,1,1,1,1,0,0,0,0.07629958542132087
2.0,1,0.5,0.5,0,1,1,0,1,1,0,0,1,1,1,0,0,0.14646429553945794
0.6,1,0.0,0.75,0,0,0,0,1,1,1,1,1,1,1,0,1,0.33112562210789265
1.78,1,0.0,1.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0.8388908497317262
1.24,1,0.5,0.75,0,1,1,1,0,0,0,1,1,0,1,0,0,0.10029601612894867
1.14,1,0.5,1.0,0,1,1,0,0,1,1,1,1,1,1,0,1,0.5382574152632154
0.39,1,0.5,1.0,1,1,1,0,0,1,1,1,1,1,1,0,0,0.29279124390711675
0.64,0,0.5,0.5,0,0,1,1,1,1,1,1,1,0,1,0,0,0.33112562210789265
0.22,1,1.0,0.75,0,1,1,1,1,1,1,1,0,0,1,0,0,0.33112562210789265
0.62,0,1.0,1.0,1,1,1,0,0,1,1,1,1,0,1,0,0,0.4041369452058934
2.42,1,0.0,1.0,0,1,1,0,0,0,1,1,1,1,1,0,1,0.25306152733850773
1.4,1,0.5,0.75,1,0,0,0,0,1,1,1,1,1,1,0,1,0.1687231588989907
1.56,1,0.0,0.0,0,0,0,0,0,1,1,1,1,0,1,1,1,0.7313417492032841
2.42,1,0.0,1.0,1,1,1,1,0,1,1,1,1,1,1,0,1,0.976165729551767
0.74,0,0.0,1.0,0,1,1,1,0,1,1,1,1,1,1,0,1,0.14646429553945794
0.5,0,0.0,0.0,0,0,1,0,1,0,0,1,1,0,1,0,0,0.42170787336756455
1.42,0,0.0,1.0,0,1,1,0,0,0,1,1,1,1,1,0,1,0.5382574152632154
0.25,1,1.0,0.5,1,0,0,0,0,1,1,1,1,1,1,0,0,0.42170787336756455
0.94,0,0.0,0.0,1,0,0,0,1,1,1,1,1,0,1,1,1,0.29279124390711675
0.43,0,0.0,0.5,0,1,1,0,0,1,0,1,1,0,1,1,1,0.6601046208636034
1.18,1,0.5,0.5,0,0,1,1,1,0,1,0,1,0,1,0,1,0.14646429553945794
1.85,0,0.0,0.25,1,1,0,0,0,1,1,1,1,1,1,1,1,0.07629958542132087
1.08,1,0.5,0.5,0,0,1,0,1,1,0,1,1,0,1,0,0,0.42170787336756455
0.38,1,0.5,1.0,0,0,1,1,0,0,0,1,1,1,0,0,0,0.10029601612894867
0.93,1,0.5,1.0,1,1,1,0,0,1,1,1,1,1,1,0,0,0.05162680166599842
0.97,1,0.5,0.75,1,1,1,0,0,1,1,1,1,1,1,0,1,0.1687231588989907
1.43,1,0.0,0.75,0,0,1,0,0,1,1,0,1,0,1,0,1,0.8646924184089513
1.03,1,0.5,0.25,1,0,1,1,0,1,0,1,1,1,1,1,1,0.05162680166599842
0.59,1,1.0,1.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0.48959864865397007
0.96,0,0.0,1.0,0,0,1,0,1,1,1,1,1,0,1,0,1,0.569736201709276
0.6,1,0.0,0.75,0,0,1,0,1,1,1,1,1,1,1,0,1,0.38630566444613734
0.69,0,0.0,0.0,0,0,1,0,0,1,0,1,1,1,1,1,1,0.14646429553945794
1.78,1,0.0,0.0,0,0,1,0,0,1,1,1,1,1,1,0,1,0.2326232808881239
0.87,0,0.0,0.75,1,1,1,0,1,1,1,1,1,1,0,1,1,0.47296560836944224
2.42,1,0.0,0.75,0,0,0,0,1,1,1,1,1,0,1,0,1,0.21177201535847945
0.84,1,0.5,1.0,0,1,1,1,1,0,1,1,0,0,0,0,0,0.29279124390711675
1.27,1,0.0,0.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0.8646924184089513
0.61,0,0.0,0.25,1,0,1,0,0,1,1,1,1,1,1,1,1,0.47296560836944224
0.87,1,0.0,0.25,0,0,1,0,1,0,1,0,1,0,1,1,1,0.8646924184089513
0.32,0,0.5,0.75,0,0,1,0,1,1,1,1,1,0,1,1,1,0.10029601612894867
0.39,0,0.5,1.0,1,1,1,1,0,1,1,1,1,1,1,0,0,0.1904816313028227
0.24,1,0.5,0.75,0,0,0,1,1,0,1,1,1,0,1,0,0,0.38630566444613734
2.42,0,0.0,0.5,0,0,0,0,1,1,1,1,0,0,0,0,1,0.36820210314246227
0.31,1,0.5,1.0,1,0,1,0,0,1,1,1,1,0,1,1,1,0.5060197771135149
0.59,1,0.0,0.0,0,0,1,0,1,0,1,1,1,1,0,0,1,0.29279124390711675
0.46,0,0.5,0.75,1,1,1,0,1,1,1,1,1,1,1,0,0,0.29279124390711675
0.28,1,0.5,0.0,0,0,1,0,0,1,1,1,1,1,1,0,1,0.43902953061416916
1.75,1,1.0,1.0,1,1,1,1,0,1,1,1,1,1,1,0,0,0.12366884299436665
1.08,0,0.0,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.33112562210789265
0.71,1,1.0,1.0,0,1,1,1,1,0,1,1,1,0,0,0,0,0.3121237042552123
1.56,0,0.0,0.75,0,1,1,1,1,0,1,1,1,1,1,0,1,0.34981339374796616
1.02,0,0.0,0.5,1,1,1,0,0,1,1,1,1,1,1,0,1,0.1687231588989907
0.85,1,0.5,0.25,1,1,1,1,1,1,0,1,1,0,0,0,0,0.6890086661848598
0.73,0,0.0,0.25,0,0,1,0,1,1,1,1,1,1,1,1,1,0.33112562210789265
0.28,1,1.0,0.25,0,0,0,1,1,1,1,1,1,0,1,0,1,0.34981339374796616
0.87,1,0.0,1.0,0,1,1,0,1,1,1,1,1,0,0,0,1,0.6601046208636034
0.9,1,0.0,0.5,1,0,0,0,0,1,1,1,1,1,1,1,1,0.33112562210789265
1.14,0,0.0,0.5,1,0,1,0,1,1,0,1,0,1,1,0,1,0.5852072483626012
1.2,1,0.5,0.0,0,1,0,0,1,1,1,1,1,1,1,0,1,0.21177201535847945
0.43,1,0.5,0.0,0,0,1,1,1,0,1,1,1,0,1,0,1,0.43902953061416916
0.87,0,0.0,0.5,1,0,1,0,1,1,1,1,1,1,1,1,1,0.2326232808881239
0.41,0,0.5,0.25,1,0,1,0,0,1,1,1,1,1,1,1,1,0.2326232808881239
0.47,1,0.5,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0.7994079677421027
0.83,1,0.0,1.0,0,1,1,0,0,1,1,1,1,1,1,0,1,0.33112562210789265
1.31,1,0.0,0.25,0,0,1,1,1,1,1,0,1,1,1,1,1,0.8646924184089513
0.95,1,0.0,0.25,0,0,1,1,0,1,0,1,1,1,1,0,1,0.6746274918803921
0.51,0,0.5,0.5,0,0,1,0,1,1,1,1,1,1,0,0,0,0.33112562210789265
0.96,1,0.0,1.0,0,0,1,0,0,0,0,1,1,1,1,1,1,0.29279124390711675
2.11,0,0.0,0.0,1,0,1,0,0,1,0,0,1,1,1,0,1,0.8646924184089513
0.95,1,0.5,0.5,0,1,1,0,1,0,1,1,1,0,0,0,0,0.6890086661848598
0.59,0,0.0,0.0,0,0,1,0,1,1,0,1,1,1,1,1,1,0.2326232808881239
2.42,1,0.5,1.0,0,1,1,0,0,1,1,1,1,1,1,0,0,0.1687231588989907
1.85,0,0.0,0.0,1,0,0,0,0,1,1,1,1,1,1,1,1,0.12366884299436665
0.59,0,0.5,0.5,0,0,1,0,0,1,0,1,1,1,1,1,1,0.05162680166599842
1.27,1,0.5,0.75,0,0,1,1,1,1,1,1,1,0,1,0,1,0.2731103668336776
2.42,0,0.0,0.25,0,1,1,1,1,1,1,0,1,1,1,0,1,0.569736201709276
1.1,0,0.0,0.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0.4041369452058934
0.7,1,0.5,0.25,0,1,1,0,1,0,0,0,1,0,0,0,1,0.25306152733850773
0.75,1,0.0,1.0,0,0,1,0,1,1,1,1,1,0,1,0,1,0.5852072483626012
0.33,1,0.5,1.0,0,0,1,1,0,1,1,1,1,0,1,0,0,0.33112562210789265
2.42,1,0.5,0.5,0,1,1,0,1,1,1,1,1,1,1,0,0,0.36820210314246227
0.84,0,0.0,0.75,1,0,1,0,1,1,1,1,1,1,1,0,1,0.42170787336756455
0.65,0,0.5,0.75,1,1,1,1,0,1,1,1,1,1,1,0,0,0.6601046208636034
0.22,1,1.0,1.0,1,0,1,0,0,1,0,1,1,1,1,0,0,0.12366884299436665
0.53,1,1.0,1.0,0,0,1,0,0,1,0,1,1,1,1,0,0,0.12366884299436665
1.06,0,0.0,0.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0.2731103668336776
1.51,1,0.0,0.25,0,1,0,1,1,1,1,1,1,1,0,0,1,0.87744433198917
1.67,1,0.0,0.0,1,1,1,0,0,0,1,1,1,1,0,1,1,0.1687231588989907
0.62,1,0.5,0.5,0,0,0,0,0,1,1,1,1,1,1,0,0,0.10029601612894867
0.43,0,0.5,1.0,0,1,0,0,0,1,1,1,1,0,1,0,0,0.05162680166599842
0.28,1,0.5,0.0,0,1,1,1,1,0,0,1,1,1,1,0,0,0.1904816313028227
0.62,1,0.5,0.75,1,1,1,0,1,1,1,1,1,1,1,0,0,0.2326232808881239
0.27,1,0.5,0.75,0,0,1,0,1,1,1,1,1,1,1,0,1,0.5852072483626012
0.5,0,0.5,0.5,0,0,1,1,1,1,1,1,1,1,1,0,1,0.33112562210789265
0.95,0,0.0,0.75,0,0,0,0,1,1,1,1,1,1,0,1,1,0.36820210314246227
0.53,0,0.5,0.0,1,1,1,1,0,1,1,1,1,1,1,0,0,0.4041369452058934
1.25,0,0.0,0.25,1,0,1,1,0,1,1,1,1,1,1,1,1,0.42170787336756455
0.54,1,0.5,0.5,0,0,1,0,0,1,1,1,1,1,1,0,0,0.2326232808881239
0.53,1,0.5,0.25,1,1,1,0,0,1,1,1,1,1,1,0,1,0.5060197771135149
0.54,1,0.5,0.75,0,0,1,1,0,0,0,1,0,1,1,0,1,0.5852072483626012
1.54,1,0.0,0.25,0,1,0,1,0,1,1,1,1,1,1,0,1,0.47296560836944224
0.45,1,0.5,0.75,0,0,1,1,1,1,1,1,0,0,0,0,0,0.5060197771135149
0.29,0,0.5,0.5,1,0,1,0,0,1,1,1,1,1,0,1,1,0.42170787336756455
1.0,1,0.0,0.25,0,0,1,0,1,1,1,1,1,1,1,0,1,0.07629958542132087
0.29,0,0.0,1.0,1,1,0,1,0,1,1,1,1,1,1,1,1,0.5852072483626012
1.28,0,0.5,0.75,1,1,0,0,0,1,1,1,1,1,1,1,1,0.14646429553945794
0.74,1,0.0,0.25,0,0,1,0,1,1,1,0,1,1,1,0,1,0.5060197771135149
1.62,0,1.0,1.0,0,1,1,0,0,1,0,1,1,1,0,0,0,0.1687231588989907
1.55,0,0.0,0.5,0,0,1,1,1,1,0,1,1,0,0,1,1,0.42170787336756455
0.6,1,0.0,0.5,0,1,1,0,1,0,1,1,1,0,1,0,0,0.36820210314246227
0.4,0,1.0,0.75,0,0,1,1,1,1,0,1,1,1,0,0,0,0.1904816313028227
0.55,1,1.0,1.0,1,1,1,0,1,1,1,1,1,0,0,0,0,0.14646429553945794
0.27,0,1.0,0.5,1,0,1,0,0,1,1,1,1,0,1,0,0,0.1687231588989907
1.11,0,1.0,0.25,0,1,1,0,0,1,1,1,0,1,1,0,1,0.12366884299436665
0.47,1,0.5,1.0,0,1,1,1,1,0,1,1,1,0,0,0,0,0.47296560836944224
0.79,1,1.0,1.0,1,1,1,1,0,1,1,1,1,1,0,0,0,0.1687231588989907
0.98,0,0.5,0.25,0,1,1,0,1,1,1,1,1,1,1,0,1,0.05162680166599842
0.59,1,0.0,0.25,1,0,1,0,0,1,1,1,1,1,1,0,1,0.7173620069087707
0.59,1,1.0,1.0,0,0,1,0,0,1,1,1,1,1,1,0,0,0.34981339374796616
0.86,0,0.0,0.75,0,0,1,0,0,1,0,0,1,1,1,1,1,0.569736201709276
