wgt,gender,age,ed_lvl,income_q,employed,rural,account,savings,loans,mobile,internet,wages_1,wages_2,wages_3,wages_4,transfers_1,transfers_2,transfers_3,transfers_4,pension_1,pension_2,pension_3,pension_4,agri_sale_1,agri_sale_2,agri_sale_3,agri_sale_4,utilities_1,utilities_2,utilities_3,utilities_4,remittances_1,remittances_2,remittances_3,remittances_4
0.49,1,28,2,4,0,1,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.84,0,60,1,2,1,0,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.81,0,35,1,4,0,0,1,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.56,0,33,1,4,1,1,1,1,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.28,1,32,2,4,0,0,1,1,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
0.97,1,47,1,1,0,1,0,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
0.28,1,39,2,3,1,0,1,0,0,0,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
2.42,0,19,2,5,1,1,1,0,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.08,0,32,1,2,1,0,1,1,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.82,0,35,1,2,1,0,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
1.56,0,29,1,5,1,1,1,1,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False
1.03,0,60,1,2,1,0,1,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.21,1,42,1,4,0,0,0,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
0.84,0,38,2,4,0,0,1,1,1,0,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.68,0,65,1,5,0,1,1,0,0,0,1,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
2.42,1,27,1,5,0,1,1,0,1,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
0.99,0,24,1,2,1,0,1,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.7,1,24,3,5,1,1,1,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
2.42,0,32,1,3,0,1,1,0,1,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0.45,1,38,2,5,0,0,1,1,1,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False
0.22,1,18,2,4,1,0,0,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.89,0,45,1,2,0,0,1,1,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
1.28,0,18,2,5,0,1,0,0,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.84,1,38,1,1,0,1,1,0,1,0,0,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False
0.75,0,49,1,3,0,0,0,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
1.59,1,20,3,5,0,1,1,1,0,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
0.41,0,21,3,2,0,0,1,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0.22,1,41,3,1,0,0,1,0,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
1.86,0,22,2,3,0,0,0,0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.96,1,29,2,5,0,1,1,0,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
1.09,1,20,1,5,1,0,0,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0.52,1,30,3,5,0,1,1,1,0,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
0.34,1,19,2,2,0,0,0,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.55,0,42,1,3,0,0,1,0,1,0,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
2.42,0,16,1,1,0,1,0,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.48,0,16,1,1,1,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.92,1,35,1,2,1,1,1,0,0,0,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1.46,1,20,1,4,1,0,0,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.97,1,22,2,4,0,1,1,1,1,0,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False
0.99,0,22,1,1,1,1,1,0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
2.07,1,15,1,4,1,1,0,0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.22,1,19,3,4,0,0,1,0,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
1.42,1,28,1,4,1,0,1,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
0.56,1,25,1,4,1,1,1,0,0,1,1,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
0.59,0,72,2,5,1,1,1,1,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0.33,1,19,2,4,1,0,1,1,1,0,0,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
0.88,0,30,3,5,0,0,1,1,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
0.35,0,45,2,3,0,1,1,0,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
1.25,0,40,1,1,1,0,1,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.48,0,58,1,2,0,0,1,0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.18,0,18,2,4,1,1,1,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.95,1,30,2,3,0,0,0,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.69,1,49,2,4,0,0,1,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
0.25,1,25,3,5,0,0,1,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.18,1,76,1,2,0,0,1,0,0,0,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1.1,0,33,1,2,1,1,1,0,0,1,1,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.83,1,28,1,1,0,0,1,0,0,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0.6,1,47,1,5,0,0,1,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
0.28,0,26,3,4,1,1,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.71,1,28,2,5,0,1,1,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.62,0,50,1,1,1,1,0,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.84,0,40,1,2,0,0,1,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.78,0,67,1,4,0,0,1,0,0,1,1,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
0.33,1,43,2,3,0,0,1,0,1,1,1,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
0.43,1,17,2,4,1,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
1.18,1,20,3,5,1,1,1,1,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.73,1,29,1,1,1,0,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.71,1,35,1,5,1,1,0,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.73,0,18,1,3,0,0,0,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0.81,1,49,2,5,0,0,1,1,1,0,0,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0.22,0,50,2,4,1,0,1,0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.86,1,30,1,4,1,0,0,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.19,1,21,2,5,0,1,1,1,1,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
2.36,0,53,1,4,1,1,1,0,0,0,1,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
0.49,1,53,3,5,1,0,0,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.09,1,55,2,5,0,1,0,0,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
0.59,0,30,1,3,0,0,1,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
1.11,0,55,2,4,1,0,0,1,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.04,1,33,3,5,1,1,1,1,0,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
0.74,1,37,1,3,1,0,1,0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.54,1,31,2,5,0,0,1,0,1,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
2.42,1,37,2,5,1,1,1,1,1,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
1.33,0,32,2,1,0,0,1,1,0,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
0.55,0,21,3,3,1,0,1,1,0,0,0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
0.81,1,26,2,5,0,1,1,0,1,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False
0.4,1,34,2,3,0,0,1,0,1,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False
0.85,1,46,1,5,0,0,1,0,0,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
1.85,1,55,1,4,0,0,0,1,0,1,1,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1.27,0,38,2,1,0,1,1,1,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
0.87,0,35,1,4,1,1,1,1,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.61,1,36,1,1,1,1,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.42,1,50,2,5,0,0,1,1,1,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.99,1,22,1,2,1,0,1,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.64,0,42,2,3,0,1,0,0,1,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
0.72,1,67,1,2,1,0,1,0,0,0,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.59,0,75,1,1,1,0,1,0,0,1,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
0.22,1,35,2,5,0,0,1,0,1,0,0,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False
1.05,1,65,1,4,1,0,1,1,0,1,1,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
1.48,0,35,1,3,0,0,1,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.53,1,20,1,3,0,0,1,0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.7,1,25,3,5,0,1,1,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False
0.33,0,22,3,5,1,0,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
1.07,0,55,1,2,0,1,1,0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
1.56,1,39,1,2,1,1,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
2.42,0,16,1,3,1,1,1,0,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
0.24,1,29,3,4,0,0,1,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
2.42,1,28,2,4,0,1,1,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True
0.22,1,28,3,5,0,1,1,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.57,1,20,1,2,1,1,1,0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0.24,0,52,1,3,1,0,1,1,1,1,1,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.33,0,50,1,1,0,0,0,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.43,1,78,1,2,0,0,1,0,0,1,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
0.47,0,48,2,5,1,1,1,1,1,0,0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False
0.66,1,60,1,1,0,1,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.82,1,24,3,4,0,0,1,0,1,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False
0.95,1,45,2,5,0,1,1,1,1,0,1,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
0.58,1,50,1,2,1,0,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.68,0,45,2,4,0,0,1,1,1,0,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False
0.91,0,49,1,2,0,0,1,1,1,1,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.11,0,38,1,2,0,0,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.03,1,18,1,4,0,0,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.94,1,30,1,1,1,0,1,0,1,1,1,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
1.4,0,33,1,3,0,0,1,0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.75,1,17,2,1,1,1,0,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
0.87,1,49,1,5,0,1,1,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.62,1,24,1,4,0,1,0,0,1,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.08,0,30,1,3,1,1,1,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.65,1,15,2,2,0,1,1,0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
0.97,1,29,2,4,0,1,1,1,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
1.59,1,17,2,5,0,1,0,1,1,1,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
1.22,1,21,2,3,0,1,1,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.52,1,38,1,1,0,0,1,0,1,1,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
2.42,0,55,1,2,1,0,1,1,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.28,1,55,1,4,1,1,1,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.81,1,30,1,5,1,0,0,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
2.42,1,18,1,1,1,0,1,0,0,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
1.89,0,30,1,3,0,0,0,0,1,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.58,1,15,2,1,0,0,1,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.33,1,60,2,3,0,0,1,0,0,1,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
0.78,1,50,3,4,0,0,1,0,1,0,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
0.61,1,17,2,2,1,0,1,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0.47,0,38,2,3,1,0,0,0,1,0,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.56,1,35,2,3,0,0,1,1,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0.22,1,63,2,1,1,0,1,0,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0.22,1,28,2,5,0,1,1,1,0,0,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False
0.69,0,16,2,3,1,0,1,1,0,1,1,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.4,1,62,2,3,1,0,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.9,0,40,1,1,0,0,1,0,1,0,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
0.62,1,55,1,4,1,0,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
2.04,0,40,1,4,1,1,1,1,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
1.54,1,40,1,5,0,1,1,1,1,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
0.64,1,46,2,5,0,1,1,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
1.34,0,17,1,3,1,0,1,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False
2.42,1,25,1,2,1,1,0,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.25,1,79,1,4,1,0,1,1,0,1,1,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
2.11,1,32,1,3,0,0,1,0,1,0,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
0.32,1,58,2,5,0,0,1,0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
0.61,1,39,3,5,0,1,1,1,0,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False
1.25,0,23,1,2,0,1,1,0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.11,1,32,2,4,0,0,1,1,0,0,0,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0.85,1,70,2,3,1,1,1,0,1,0,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0.31,0,37,2,2,1,0,1,1,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
2.42,0,40,1,3,0,1,1,0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.34,1,50,2,4,0,0,1,0,0,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.73,0,33,1,3,1,1,1,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.22,1,50,2,2,1,0,1,1,0,1,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0.51,1,25,2,2,0,1,1,1,1,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False
1.1,1,23,3,3,1,1,1,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.92,1,40,1,3,0,0,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
1.3,1,43,1,4,0,1,1,0,1,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
1.23,0,21,2,3,1,0,1,0,0,1,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
2.42,0,73,1,2,1,1,1,0,1,1,1,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1.12,0,19,2,3,0,1,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.61,0,39,3,5,0,1,1,0,1,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
0.57,1,45,1,1,0,0,1,0,0,0,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.78,0,20,2,4,1,0,0,0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.62,1,20,1,4,0,0,0,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.22,1,54,2,5,0,0,1,1,1,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
0.84,0,16,2,3,1,0,1,0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0.42,0,20,3,1,0,0,1,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
0.24,1,42,1,3,1,1,0,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.82,1,44,1,5,0,0,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
0.24,1,43,2,5,0,0,1,1,0,0,0,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False
1.21,0,25,2,3,0,1,0,0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.64,1,60,2,2,0,0,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
2.42,1,40,1,2,0,1,1,0,1,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
