wgt,gender,age,ed_lvl,income_q,employed,rural,account,savings,loans,mobile,internet,wages_1,wages_2,wages_3,wages_4,transfers_1,transfers_2,transfers_3,transfers_4,pension_1,pension_2,pension_3,pension_4,agri_sale_1,agri_sale_2,agri_sale_3,agri_sale_4,utilities_1,utilities_2,utilities_3,utilities_4,remittances_1,remittances_2,remittances_3,remittances_4
0.27,1,46,2,4,1,0,1,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
0.64,0,27,2,3,1,0,1,1,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False
0.75,0,35,1,4,0,0,1,1,0,0,1,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1.52,1,65,1,3,1,1,1,1,1,0,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
0.62,0,34,1,2,0,1,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.5,0,35,1,1,1,0,0,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.24,0,33,2,1,0,0,1,0,0,0,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
2.42,0,60,1,2,0,1,1,0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0.71,1,50,1,4,1,0,1,0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
0.31,0,50,1,4,1,0,0,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
1.31,1,18,2,2,0,1,1,0,1,1,1,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
0.54,1,25,2,3,1,0,1,0,1,0,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
0.22,1,27,3,4,0,0,1,1,0,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False
1.18,1,21,3,5,0,1,1,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
0.65,1,38,1,5,0,0,1,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
1.06,1,57,1,2,1,1,1,0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
1.38,1,48,1,2,0,0,0,1,0,1,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.94,0,30,1,3,0,0,1,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
0.68,1,27,2,5,0,0,0,0,1,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
0.64,0,26,1,1,1,0,1,1,1,1,1,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
0.43,1,45,1,3,0,0,1,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.34,0,29,2,1,1,0,1,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
0.68,0,30,1,5,0,1,1,0,1,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.42,1,30,1,2,1,0,0,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
2.42,0,30,1,1,1,0,1,0,1,0,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.1,0,18,2,1,1,1,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.45,1,35,2,4,0,1,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.0,1,17,1,1,0,0,1,0,0,1,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1.94,1,50,1,4,0,0,1,0,0,0,0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
0.58,0,20,2,4,1,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
2.42,1,35,2,5,0,1,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.42,0,24,3,4,1,0,1,0,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.22,0,27,2,4,0,0,1,1,1,0,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
0.97,1,15,2,5,1,1,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.73,0,27,1,1,0,0,0,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.51,1,18,3,4,1,0,1,1,1,0,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.52,0,37,2,1,0,1,1,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
0.87,0,25,1,3,1,0,1,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
2.01,1,22,1,3,1,1,1,1,0,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
0.49,0,50,1,4,0,1,1,1,1,1,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
1.19,0,20,1,3,1,1,0,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.9,1,20,3,1,0,1,1,1,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False
1.43,0,69,1,2,1,1,1,0,1,1,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.41,0,30,2,2,1,0,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.75,1,74,1,1,1,0,1,0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
0.29,0,37,2,5,1,0,0,0,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.82,0,30,2,3,1,0,1,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.96,1,40,1,3,0,1,1,1,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.22,1,50,1,4,1,1,0,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.73,0,25,3,2,0,1,1,0,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
1.89,0,48,1,2,1,0,1,0,0,1,1,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
2.03,1,65,1,5,0,1,1,0,0,0,1,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
0.54,0,44,2,5,0,0,1,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
1.21,0,32,1,3,1,0,0,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.53,1,32,2,5,0,1,1,1,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
0.64,1,54,1,5,0,0,1,0,0,0,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
2.42,0,28,1,2,1,1,1,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.18,1,17,2,1,1,0,0,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
2.1,0,55,1,2,1,0,1,1,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
0.9,0,60,1,3,1,1,1,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.16,1,45,1,4,0,1,1,1,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.22,1,46,2,1,0,0,1,0,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.83,0,29,2,3,1,0,0,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.4,1,20,3,5,1,1,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.71,1,35,1,5,0,1,0,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.24,1,46,2,4,0,0,1,1,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
1.34,1,33,2,2,0,1,1,0,1,0,0,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False
1.25,1,57,1,3,1,0,1,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.34,0,15,1,2,1,0,0,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.34,1,23,2,1,0,0,1,0,1,0,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
0.22,1,25,3,5,0,1,1,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
0.3,1,40,3,5,1,1,1,0,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
1.31,0,60,1,5,0,0,1,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.94,1,40,2,3,1,0,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.07,0,28,3,5,1,1,1,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
0.22,1,22,3,2,0,0,1,0,1,0,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.33,1,25,2,2,0,0,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.46,0,50,1,4,1,0,0,0,0,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
1.28,0,18,2,5,1,1,1,1,1,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False
1.32,0,26,1,4,1,1,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.92,0,65,1,1,1,0,1,0,0,1,1,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
0.78,1,45,1,3,0,0,0,0,0,1,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.38,1,16,1,3,1,0,0,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.04,0,52,2,5,1,1,1,0,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
0.62,0,24,2,1,0,0,1,1,0,0,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
1.39,0,15,1,4,1,0,1,1,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0.72,1,28,1,4,0,0,1,0,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.21,0,51,1,2,0,1,1,1,1,1,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.36,1,25,3,5,1,0,1,1,1,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
1.96,0,25,1,2,0,0,0,0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.51,1,18,2,5,1,0,1,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.69,1,31,3,3,0,0,1,0,1,0,1,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
0.53,1,30,2,3,0,1,1,0,1,0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0.94,1,38,1,2,0,0,1,0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
0.95,1,60,1,1,1,0,0,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
2.42,1,18,1,2,1,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.19,0,57,1,5,0,1,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.97,1,32,1,3,0,0,1,0,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.22,0,35,3,2,1,0,1,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.55,1,52,1,5,0,1,1,1,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.67,0,21,1,1,1,0,1,0,1,0,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
1.19,0,65,1,5,1,1,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
0.22,1,58,3,3,0,0,1,0,0,0,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.92,0,34,1,5,1,1,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.22,1,34,2,1,0,1,1,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.24,0,43,2,5,0,0,1,1,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
0.36,1,31,2,5,1,0,1,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.1,1,16,1,3,0,1,1,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.52,0,30,1,1,1,0,1,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.6,0,48,1,5,1,0,0,0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.35,0,45,2,1,0,1,1,0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.33,0,20,3,1,1,0,1,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.73,1,26,1,2,1,0,0,0,1,1,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0.82,1,35,2,5,0,1,1,1,1,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False
1.78,1,55,1,5,0,1,1,0,1,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
0.84,0,65,1,2,1,0,1,0,0,0,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
2.22,0,39,1,4,0,1,1,1,1,1,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.48,1,35,2,4,0,1,1,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.09,1,35,1,1,1,0,1,1,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0.69,0,40,2,2,1,1,1,0,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.92,1,42,1,3,0,1,1,0,0,0,1,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True
0.83,1,30,1,3,1,1,1,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
0.25,1,55,3,3,0,1,1,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
0.81,1,63,2,3,0,1,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
0.72,0,45,1,2,1,0,1,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.22,0,15,2,2,1,1,0,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.92,0,40,1,1,1,0,1,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.15,0,42,1,3,1,0,0,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.59,0,30,1,1,0,0,1,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
0.59,0,27,1,2,1,0,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0.58,1,20,2,5,0,1,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.92,0,15,2,3,1,0,1,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.62,1,55,2,3,0,1,1,0,0,0,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.22,0,17,2,1,0,1,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0.5,1,40,1,3,0,0,1,0,1,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
0.39,0,58,2,5,1,0,1,1,0,0,0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
0.69,0,15,2,2,1,0,1,0,1,0,0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True
0.31,1,44,2,2,1,0,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
2.11,0,55,1,3,0,0,1,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
2.38,0,25,1,3,0,1,0,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
1.07,0,50,1,3,1,1,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.55,1,51,2,3,0,0,1,0,1,0,1,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True
0.62,0,55,1,1,1,0,1,1,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
0.75,1,45,2,4,0,1,1,1,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
2.42,1,35,1,1,0,0,1,1,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
1.79,0,60,1,1,1,0,1,0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0.41,0,26,2,2,1,0,1,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.82,0,42,2,5,0,1,1,1,1,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
1.72,1,19,2,3,0,0,1,0,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
0.29,1,24,3,4,1,0,1,1,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.66,1,60,2,4,0,0,0,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.36,1,32,2,5,0,0,1,0,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
0.54,1,39,1,3,0,0,1,0,0,1,1,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
1.39,1,40,1,1,0,0,1,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.22,0,45,2,1,0,0,1,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0.36,0,21,2,5,0,1,1,1,1,0,0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
1.3,0,30,1,1,1,0,1,0,0,1,1,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
1.13,1,18,2,4,1,1,1,0,0,0,0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.63,1,45,2,5,0,1,1,0,1,0,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
0.81,1,42,1,5,0,0,1,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
1.19,0,25,3,5,0,0,0,0,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.79,1,34,2,2,0,0,1,1,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True
1.57,1,50,1,4,1,1,1,0,1,0,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.16,0,41,1,4,1,1,0,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.63,0,35,1,3,1,1,1,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.03,1,16,1,3,1,1,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.13,1,60,1,3,1,0,1,1,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0.99,1,34,2,1,1,1,1,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.48,0,50,1,3,0,0,1,0,1,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
0.32,1,36,3,4,0,0,0,0,0,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.72,0,45,1,4,0,0,1,0,1,1,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
0.35,1,39,2,2,1,0,1,1,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True
1.13,0,34,1,5,0,1,1,1,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
0.24,0,52,2,1,0,0,1,1,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
0.33,1,20,2,4,0,0,0,0,1,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
0.92,0,40,1,2,0,0,0,0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.49,0,53,1,2,1,1,1,0,1,0,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0.91,0,25,1,4,1,1,1,0,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.96,0,50,1,2,1,1,1,0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
0.41,1,20,2,5,0,0,1,1,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
1.25,1,35,1,4,1,0,1,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
1.38,0,35,1,2,0,0,1,0,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
0.86,0,50,1,1,1,1,1,0,1,0,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1.65,0,25,1,1,1,1,0,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.43,0,50,1,2,0,0,1,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0.22,1,29,2,3,0,0,1,0,1,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
